Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,evo_history,evd_history,ppl_history,pkl_history,team_history
2008-2009,Sheldon Souray,EDM,D,9.0,229.0,62.0,150.0,139.0,168.0,4.0,15.0,8.0,154.0,175.0,120.0,,10.0,First Pair,81,2012.4666666667,23,30,53,14.99,51.65,47.72,32,1976-07-13,CAN,CAN,76,231,1994,3,71,8460561.0,"[91, 94]","[3, 1]","[19, 73]","[63, 12]","['EDM', 'EDM']"
2008-2009,Stephane Robidas,DAL,D,108.0,37.0,48.0,85.0,148.0,43.0,83.0,137.0,67.0,179.0,200.0,21.0,,48.0,First Pair,72,1765.9666666667,3,23,26,8.63,57.28,51.65,31,1977-03-03,CAN,CAN,71,190,1995,7,164,8462196.0,"[56, 55]","[92, 73]","[91, 49]","[73, 46]","['DAL', 'DAL']"
2008-2009,Steve Eminger,FLA,D,141.0,62.0,68.0,90.0,97.0,121.0,175.0,99.0,114.0,101.0,192.0,145.0,,72.0,Second Pair,71,1533.9,5,21,26,4.06,50.00,50.04,24,1983-10-31,CAN,CAN,74,207,2002,1,12,8470192.0,"[None, 37]","[None, 71]","[None, 49]","[None, 58]","[None, 'TBL']"
2008-2009,Steve Eminger,PHI,D,141.0,62.0,68.0,90.0,97.0,121.0,175.0,99.0,114.0,101.0,192.0,145.0,,72.0,Second Pair,71,1533.9,5,21,26,4.06,50.00,50.04,24,1983-10-31,CAN,CAN,74,207,2002,1,12,8470192.0,"[None, 37]","[None, 71]","[None, 49]","[None, 58]","[None, 'TBL']"
2008-2009,Steve Eminger,TBL,D,141.0,62.0,68.0,90.0,97.0,121.0,175.0,99.0,114.0,101.0,192.0,145.0,,72.0,Second Pair,71,1533.9,5,21,26,4.06,50.00,50.04,24,1983-10-31,CAN,CAN,74,207,2002,1,12,8470192.0,"[None, 37]","[None, 71]","[None, 49]","[None, 58]","[None, 'TBL']"
2008-2009,Steve Montador,ANA,D,4.0,189.0,53.0,68.0,33.0,88.0,8.0,9.0,20.0,68.0,177.0,20.0,,144.0,Third Pair,78,1260.4833333333,4,17,21,4.97,61.46,54.94,28,1979-12-21,CAN,CAN,72,210,-,-,-,8468927.0,"[97, 97]","[7, 30]","[94, 38]","[None, 64]","['FLA', 'BOS']"
2008-2009,Steve Montador,BOS,D,4.0,189.0,53.0,68.0,33.0,88.0,8.0,9.0,20.0,68.0,177.0,20.0,,144.0,Third Pair,78,1260.4833333333,4,17,21,4.97,61.46,54.94,28,1979-12-21,CAN,CAN,72,210,-,-,-,8468927.0,"[97, 97]","[7, 30]","[94, 38]","[None, 64]","['FLA', 'BOS']"
2008-2009,Steve Staios,EDM,D,148.0,152.0,,142.0,214.0,163.0,127.0,95.0,42.0,168.0,104.0,96.0,,113.0,Second Pair,80,1584.0166666667,2,12,14,3.87,45.45,45.18,35,1973-07-28,CAN,CAN,73,200,1991,2,27,8458541.0,"[39, 40]","[30, 36]","[None, None]","[85, 9]","['EDM', 'EDM']"
2008-2009,Steve Wagner,STL,D,129.0,218.0,126.0,,202.0,135.0,157.0,13.0,94.0,96.0,212.0,94.0,,190.0,Third Pair,22,343.81666666667,2,2,4,1.09,42.86,47.96,24,1984-03-06,USA,USA,74,200,-,-,-,8473916.0,"[35, 54]","[23, 3]","[31, 4]","[94, None]","['STL', 'STL']"
2008-2009,Teppo Numminen,BUF,D,154.0,163.0,134.0,37.0,110.0,115.0,220.0,182.0,39.0,175.0,24.0,231.0,,181.0,Third Pair,57,997.68333333333,2,15,17,1.07,48.39,49.78,40,1968-07-03,FIN,FIN,74,198,1986,2,29,8449924.0,"[None, 32]","[None, 33]","[None, 1]","[None, 82]","[None, 'BUF']"
2008-2009,Thomas Pock,NYI,D,189.0,132.0,,10.0,177.0,215.0,44.0,214.0,229.0,170.0,56.0,93.0,,214.0,Fringe,59,749.55,1,2,3,1.89,23.81,46.04,26,1981-12-02,AUT,AUT,73,210,-,-,-,8469919.0,"[None, 17]","[None, 48]","[None, None]","[None, 93]","[None, 'NYI']"
2008-2009,Tim Gleason,CAR,D,116.0,122.0,,43.0,56.0,187.0,134.0,192.0,100.0,135.0,11.0,19.0,,131.0,Second Pair,70,1446.55,0,12,12,2.17,47.83,47.76,25,1983-01-29,USA,USA,72,217,2001,1,23,8469476.0,"[86, 33]","[35, 52]","[None, None]","[30, 87]","['CAR', 'CAR']"
2008-2009,Toby Enstrom,ATL,D,191.0,206.0,128.0,95.0,187.0,203.0,202.0,148.0,151.0,211.0,46.0,230.0,,82.0,First Pair,82,1929.3,5,27,32,4.43,53.45,47.51,23,1984-11-05,SWE,SWE,70,180,2003,8,239,8470828.0,"[4, 28]","[12, 14]","[17, 5]","[45, 48]","['ATL', 'ATL']"
2008-2009,Tom Gilbert,EDM,D,51.0,153.0,125.0,120.0,66.0,183.0,129.0,38.0,27.0,216.0,41.0,213.0,,43.0,Second Pair,82,1801.9166666667,5,40,45,6.15,52.17,49.78,25,1983-01-10,USA,USA,74,210,2002,4,129,8470104.0,"[78, 80]","[20, 42]","[9, 10]","[51, 37]","['EDM', 'EDM']"
2008-2009,Tom Poti,WSH,D,46.0,67.0,114.0,180.0,11.0,119.0,168.0,77.0,75.0,149.0,131.0,202.0,,92.0,Second Pair,52,1100.2666666667,3,10,13,2.47,46.88,53.51,31,1977-03-22,USA,USA,75,190,1996,3,59,8465012.0,"[88, 75]","[76, 61]","[11, 26]","[21, 7]","['WSH', 'WSH']"
2008-2009,Tom Preissing,LAK,D,27.0,205.0,80.0,30.0,16.0,152.0,30.0,76.0,148.0,58.0,128.0,166.0,,98.0,Third Pair,22,368.46666666667,3,4,7,1.78,35.00,53.95,29,1978-12-03,USA,USA,72,197,-,-,-,8470575.0,"[47, 91]","[0, 35]","[51, 40]","[8, 96]","['LAK', 'LAK']"
2008-2009,Tomas Kaberle,TOR,D,56.0,204.0,72.0,191.0,23.0,184.0,90.0,173.0,71.0,147.0,25.0,217.0,,28.0,First Pair,57,1337.45,4,27,31,4.73,47.92,49.62,30,1978-03-02,CZE,CZE,73,212,1996,8,204,8465200.0,"[79, 71]","[5, 24]","[74, 37]","[21, 0]","['TOR', 'TOR']"
2008-2009,Toni Lydman,BUF,D,158.0,85.0,107.0,92.0,156.0,98.0,133.0,149.0,110.0,138.0,204.0,71.0,,81.0,Second Pair,80,1742.3833333333,3,20,23,3.94,51.49,51.43,30,1977-09-25,FIN,FIN,74,213,1996,4,89,8465042.0,"[55, 26]","[18, 77]","[66, 15]","[43, 52]","['BUF', 'BUF']"
2008-2009,Trevor Daley,DAL,D,66.0,123.0,131.0,101.0,141.0,81.0,102.0,35.0,29.0,117.0,150.0,214.0,,108.0,First Pair,75,1650.3,7,18,25,4.62,52.78,50.52,24,1983-10-09,CAN,CAN,71,199,2002,2,43,8470110.0,"[51, 81]","[34, 52]","[9, 2]","[62, 43]","['DAL', 'DAL']"
2008-2009,Tyler Sloan,WSH,D,82.0,196.0,,167.0,5.0,216.0,228.0,93.0,128.0,164.0,5.0,97.0,,156.0,Third Pair,26,432.85,1,4,5,0.65,55.17,53.03,27,1981-03-15,CAN,CAN,76,214,-,-,-,8468846.0,"[None, 61]","[None, 19]","[None, None]","[None, 23]","[None, 'WSH']"
2008-2009,Tyson Strachan,STL,D,193.0,136.0,,2.0,153.0,15.0,93.0,213.0,224.0,19.0,171.0,54.0,,220.0,Third Pair,30,403.05,0,3,3,0.99,65.22,52.70,23,1984-10-30,CAN,CAN,75,210,2003,5,137,8470729.0,"[None, 16]","[None, 46]","[None, None]","[None, 98]","[None, 'STL']"
2008-2009,Ville Koistinen,NSH,D,103.0,231.0,119.0,,182.0,192.0,89.0,81.0,51.0,22.0,40.0,95.0,,149.0,Third Pair,38,558.88333333333,3,8,11,2.62,52.94,42.09,26,1982-06-17,FIN,FIN,71,187,-,-,-,8473385.0,"[87, 38]","[11, 0]","[40, 10]","[None, None]","['NSH', 'NSH']"
2008-2009,Wade Redden,NYR,D,35.0,186.0,87.0,61.0,4.0,176.0,49.0,160.0,162.0,79.0,152.0,125.0,,65.0,First Pair,81,1809.2,3,23,26,9.55,51.25,52.88,31,1977-06-12,CAN,CAN,74,205,1995,1,2,8462033.0,"[88, 83]","[9, 29]","[75, 28]","[51, 66]","['OTT', 'NYR']"
2008-2009,Willie Mitchell,VAN,D,105.0,81.0,,123.0,89.0,83.0,159.0,117.0,44.0,213.0,72.0,162.0,,125.0,First Pair,82,1878.65,3,20,23,5.0,59.62,52.41,31,1977-04-23,CAN,CAN,75,210,1996,8,199,8465185.0,"[17, 72]","[37, 69]","[None, None]","[20, 44]","['VAN', 'VAN']"
2008-2009,Zach Bogosian,ATL,D,8.0,215.0,20.0,136.0,44.0,230.0,9.0,2.0,120.0,222.0,135.0,52.0,,52.0,Second Pair,47,851.08333333333,9,10,19,3.73,54.55,47.03,18,1990-07-15,USA,USA,74,222,2008,1,3,8474567.0,"[None, 94]","[None, 9]","[None, 83]","[None, 41]","[None, 'ATL']"
2008-2009,Zbynek Michalek,PHX,D,122.0,12.0,,18.0,207.0,157.0,99.0,96.0,38.0,226.0,33.0,185.0,,40.0,First Pair,82,1862.5333333333,6,21,27,3.8,42.50,45.25,25,1982-12-23,CZE,CZE,74,210,-,-,-,8469760.0,"[56, 45]","[78, 95]","[None, None]","[88, 85]","['PHX', 'PHX']"
2008-2009,Zdeno Chara,BOS,D,52.0,158.0,10.0,73.0,87.0,71.0,23.0,28.0,127.0,201.0,114.0,61.0,,5.0,First Pair,80,2084.9666666667,19,31,50,11.99,56.25,50.23,31,1977-03-18,SVK,SVK,81,250,1996,3,56,8465009.0,"[85, 74]","[36, 27]","[77, 93]","[34, 68]","['BOS', 'BOS']"
