Season,Player,Team,Position,tot_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,pdo_rank,ozs_rank,tmt_rank,cmp_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,Specific Position,tot_history,evo_history,evd_history,ppl_history,pkl_history,team_history
2007-2008,Scott Niedermayer,ANA,D,,,,,,,140.0,30.0,169.0,11.0,226.0,54.0,118.0,,,First Pair,48,1147.5833333333,8,17,25,6.39,46.51,48.12,34,1973-08-31,CAN,CAN,73,194,1991,1,3,8458517,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Sean Hill,MIN,D,,,,,,,105.0,231.0,205.0,221.0,28.0,64.0,153.0,,,Third Pair,35,531.31666666667,2,7,9,0.59,32.50,38.87,37,1970-02-14,USA,USA,72,204,1988,8,167,8456595,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Sean O'Donnell,ANA,D,,,,,,,184.0,228.0,161.0,102.0,211.0,28.0,216.0,,,Third Pair,82,1413.45,2,7,9,1.61,53.70,45.79,35,1971-10-13,CAN,CAN,74,238,1991,6,123,8458637,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Sergei Gonchar,PIT,D,,,,,,,130.0,20.0,60.0,189.0,168.0,20.0,195.0,,,First Pair,78,2021.45,12,53,65,10.04,56.18,50.17,33,1974-04-13,RUS,RUS,74,210,1992,1,14,8458951,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Sergei Zubov,DAL,D,,,,,,,145.0,167.0,3.0,16.0,232.0,43.0,122.0,,,First Pair,46,1181.9666666667,4,31,35,5.29,49.21,45.31,37,1970-07-22,RUS,RUS,73,198,1990,5,85,8458494,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Shane Hnidy,BOS,D,,,,,,,157.0,160.0,143.0,187.0,138.0,57.0,75.0,,,Third Pair,76,1066.05,2,6,8,1.96,44.23,50.89,31,1975-11-08,CAN,CAN,74,204,1994,7,173,8460661,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Shane O'Brien,TBL,D,,,,,,,70.0,166.0,79.0,185.0,97.0,41.0,109.0,,,Second Pair,77,1633.8833333333,4,17,21,3.3,47.75,49.45,24,1983-08-09,CAN,CAN,75,230,2003,8,250,8470839,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Shaone Morrisonn,WSH,D,,,,,,,173.0,216.0,189.0,160.0,106.0,58.0,174.0,,,Second Pair,76,1540.35,1,9,10,1.93,47.25,53.6,24,1982-12-23,CAN,CAN,76,210,2001,1,19,8469472,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,Shea Weber,NSH,D,,,,,,,146.0,8.0,56.0,85.0,34.0,48.0,144.0,,,Second Pair,54,1052.7666666667,6,14,20,8.24,50.00,53.4,22,1985-08-14,CAN,CAN,76,230,2003,2,49,8470642,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Sheldon Brookbank,NJD,D,,,,,,,184.0,138.0,54.0,210.0,121.0,48.0,11.0,,,Third Pair,44,665.91666666667,0,8,8,1.99,47.62,51.67,26,1980-10-03,CAN,CAN,73,202,-,-,-,8469992,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Sheldon Souray,EDM,D,,,,,,,83.0,31.0,48.0,140.0,187.0,50.0,189.0,,,First Pair,26,632.88333333333,3,7,10,3.71,43.48,45.96,31,1976-07-13,CAN,CAN,76,231,1994,3,71,8460561,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Stephane Robidas,DAL,D,,,,,,,133.0,53.0,176.0,194.0,6.0,45.0,116.0,,,Second Pair,82,1693.0166666667,9,17,26,7.33,52.04,53.33,30,1977-03-03,CAN,CAN,71,190,1995,7,164,8462196,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Steve McCarthy,ATL,D,,,,,,,144.0,96.0,177.0,88.0,27.0,73.0,142.0,,,Third Pair,55,868.5,1,6,7,2.4,29.17,42.39,26,1981-02-03,CAN,CAN,73,210,1999,1,23,8467896,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2007-2008,Steve Montador,FLA,D,,,,,,,3.0,11.0,8.0,173.0,15.0,44.0,82.0,,,Fringe,73,850.41666666667,8,15,23,4.38,50.00,47.87,27,1979-12-21,CAN,CAN,72,210,-,-,-,8468927,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Steve Staios,EDM,D,,,,,,,30.0,136.0,171.0,174.0,157.0,57.0,191.0,,,First Pair,82,1807.05,7,9,16,3.84,41.67,46.6,34,1973-07-28,CAN,CAN,73,200,1991,2,27,8458541,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Steve Wagner,STL,D,,,,,,,64.0,128.0,81.0,44.0,89.0,47.0,150.0,,,Second Pair,24,443.48333333333,2,6,8,1.23,44.44,45.66,23,1984-03-06,USA,USA,74,200,-,-,-,8473916,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,Tim Gleason,CAR,D,,,,,,,84.0,45.0,17.0,56.0,53.0,43.0,199.0,,,Second Pair,80,1490.6666666667,3,16,19,5.03,52.53,49.76,24,1983-01-29,USA,USA,72,217,2001,1,23,8469476,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Toby Enstrom,ATL,D,,,,,,,169.0,173.0,147.0,79.0,221.0,27.0,225.0,,,First Pair,82,2006.4,5,33,38,6.88,45.83,43.35,22,1984-11-05,SWE,SWE,70,180,2003,8,239,8470828,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2007-2008,Tom Gilbert,EDM,D,,,,,,,4.0,56.0,101.0,14.0,212.0,32.0,145.0,,,First Pair,82,1820.0,13,20,33,5.6,50.00,48.37,24,1983-01-10,USA,USA,74,210,2002,4,129,8470104,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Tom Poti,WSH,D,,,,,,,165.0,141.0,15.0,135.0,222.0,46.0,97.0,,,First Pair,71,1667.0166666667,2,27,29,4.48,55.91,59.98,30,1977-03-22,USA,USA,75,190,1996,3,59,8465012,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,Tom Preissing,LAK,D,,,,,,,162.0,100.0,106.0,26.0,207.0,40.0,160.0,,,Third Pair,77,1377.0,8,16,24,6.2,46.88,46.1,28,1978-12-03,USA,USA,72,197,-,-,-,8470575,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Tomas Kaberle,TOR,D,,,,,,,182.0,88.0,44.0,65.0,229.0,61.0,218.0,,,First Pair,82,2037.9833333333,8,45,53,7.78,46.85,49.04,29,1978-03-02,CZE,CZE,73,212,1996,8,204,8465200,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2007-2008,Toni Lydman,BUF,D,,,,,,,180.0,140.0,38.0,180.0,67.0,43.0,173.0,,,Second Pair,82,1776.3,4,22,26,4.65,50.47,48.5,29,1977-09-25,FIN,FIN,74,213,1996,4,89,8465042,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Trevor Daley,DAL,D,,,,,,,35.0,26.0,94.0,98.0,228.0,58.0,70.0,,,Second Pair,82,1624.1666666667,5,19,24,5.48,44.19,50.35,23,1983-10-09,CAN,CAN,71,199,2002,2,43,8470110,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Ville Koistinen,NSH,D,,,,,,,54.0,73.0,76.0,5.0,118.0,3.0,170.0,,,Third Pair,48,806.23333333333,4,13,17,4.12,62.50,50.51,25,1982-06-17,FIN,FIN,71,187,-,-,-,8473385,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Vitaly Vishnevski,NJD,D,,,,,,,104.0,200.0,187.0,182.0,17.0,79.0,10.0,,,Third Pair,69,1072.1166666667,2,5,7,1.34,37.88,51.41,27,1980-03-18,UKR,RUS,74,215,1998,1,5,8467352,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Wade Redden,OTT,D,,,,,,,175.0,32.0,72.0,96.0,102.0,44.0,39.0,,,First Pair,80,1777.0,6,32,38,9.92,53.49,53.42,30,1977-06-12,CAN,CAN,74,205,1995,1,2,8462033,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'OTT']"
2007-2008,Willie Mitchell,VAN,D,,,,,,,131.0,150.0,150.0,136.0,178.0,34.0,220.0,,,First Pair,72,1668.55,2,10,12,2.99,48.24,45.19,30,1977-04-23,CAN,CAN,75,210,1996,8,199,8465185,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Zbynek Michalek,PHX,D,,,,,,,95.0,104.0,95.0,61.0,151.0,44.0,33.0,,,Second Pair,75,1619.5833333333,4,13,17,4.53,51.14,49.01,24,1982-12-23,CZE,CZE,74,210,-,-,-,8469760,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Zdeno Chara,BOS,D,,,,,,,29.0,146.0,42.0,67.0,40.0,26.0,127.0,,,First Pair,77,2066.65,17,34,51,8.98,56.88,51.82,30,1977-03-18,SVK,SVK,81,250,1996,3,56,8465009,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
