Season,Player,Team,Position,tot_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,pdo_rank,ozs_rank,tmt_rank,cmp_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,Specific Position,tot_history,evo_history,evd_history,ppl_history,pkl_history,team_history
2007-2008,Kristian Huselius,CGY,F,,,,,,,51.0,60.0,103.0,244.0,403.0,39.0,159.0,,,Second Line,81,1433.8333333333,25,41,66,22.36,56.52,58.05,28,1978-11-10,SWE,SWE,74,184,1997,2,47,8466181,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2007-2008,Krys Barch,DAL,F,,,,,,,385.0,388.0,373.0,315.0,16.0,61.0,58.0,,,Fringe,48,329.51666666667,1,2,3,1.82,41.18,49.58,27,1980-03-26,CAN,CAN,74,225,1998,4,106,8467428,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Kyle Brodziak,EDM,F,,,,,,,45.0,43.0,104.0,128.0,280.0,61.0,183.0,,,Fourth Line,80,1033.4,14,17,31,12.06,43.75,50.94,23,1984-05-25,CAN,CAN,74,205,2003,7,214,8470803,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Kyle Calder,LAK,F,,,,,,,323.0,257.0,224.0,78.0,249.0,53.0,247.0,,,Fourth Line,65,844.88333333333,7,13,20,9.03,43.75,46.85,28,1979-01-05,CAN,CAN,71,177,1997,5,130,8466260,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Kyle Chipchura,MTL,F,,,,,,,145.0,373.0,197.0,28.0,219.0,52.0,230.0,,,Fourth Line,36,409.35,4,7,11,2.48,43.48,43.07,21,1986-02-19,CAN,CAN,74,203,2004,1,18,8471231,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Kyle Wellwood,TOR,F,,,,,,,344.0,395.0,290.0,38.0,382.0,88.0,39.0,,,Fourth Line,59,746.1,8,13,21,8.15,36.84,50.05,24,1983-05-16,CAN,CAN,70,181,2001,5,134,8469581,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2007-2008,Ladislav Nagy,LAK,F,,,,,,,68.0,55.0,213.0,173.0,185.0,51.0,146.0,,,Third Line,38,524.31666666667,9,17,26,8.84,50.00,48.78,28,1979-06-01,SVK,SVK,71,192,1997,7,177,8466304,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Lee Stempniak,STL,F,,,,,,,237.0,230.0,96.0,288.0,145.0,52.0,295.0,,,Second Line,80,1270.7833333333,13,25,38,17.59,50.00,50.47,24,1983-02-04,USA,USA,71,195,2003,5,148,8470740,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,Loui Eriksson,DAL,F,,,,,,,191.0,125.0,141.0,253.0,260.0,67.0,85.0,,,Third Line,69,968.0,14,17,31,12.79,51.52,55.87,22,1985-07-17,SWE,SWE,74,179,2003,2,33,8470626,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Manny Malhotra,CBJ,F,,,,,,,239.0,213.0,90.0,302.0,253.0,56.0,394.0,,,Second Line,71,1168.8833333333,11,18,29,10.99,48.33,52.43,27,1980-05-18,CAN,CAN,74,207,1998,1,7,8467334,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Marc Savard,BOS,F,,,,,,,263.0,280.0,18.0,333.0,328.0,37.0,326.0,,,First Line,74,1518.6,15,63,78,15.64,52.94,47.79,30,1977-07-17,CAN,CAN,70,188,1995,4,91,8462118,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Marcel Goc,SJS,F,,,,,,,192.0,61.0,322.0,146.0,101.0,95.0,194.0,,,Fourth Line,51,544.9,5,3,8,6.77,31.43,57.33,24,1983-08-24,DEU,DEU,73,197,2001,1,20,8469473,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Marcel Hossa,PHX,F,,,,,,,401.0,231.0,279.0,291.0,54.0,48.0,170.0,,,Third Line,50,688.71666666667,1,7,8,5.91,54.55,52.61,25,1981-10-12,SVK,SVK,75,220,2000,1,16,8468496,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Marco Sturm,BOS,F,,,,,,,78.0,50.0,219.0,227.0,349.0,28.0,322.0,,,Second Line,80,1439.8166666667,27,29,56,22.48,60.66,55.53,28,1978-09-08,DEU,DEU,72,196,1996,1,21,8464979,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Marcus Nilson,CGY,F,,,,,,,270.0,338.0,402.0,53.0,379.0,39.0,205.0,,,Fourth Line,47,461.15,3,2,5,3.12,52.94,49.07,29,1978-03-01,SWE,SWE,74,189,1996,1,20,8465253,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2007-2008,Marek Svatos,COL,F,,,,,,,1.0,3.0,263.0,286.0,295.0,7.0,177.0,,,Third Line,62,846.58333333333,26,11,37,16.38,66.00,55.96,25,1982-06-17,SVK,SVK,70,185,2001,7,227,8469670,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Marian Gaborik,MIN,F,,,,,,,15.0,42.0,38.0,198.0,285.0,4.0,114.0,,,First Line,77,1509.0,42,41,83,27.86,57.00,47.71,25,1982-02-14,SVK,SVK,73,200,2000,1,3,8468483,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Marian Hossa,PIT,F,,,,,,,86.0,32.0,227.0,55.0,255.0,55.0,245.0,,,First Line,72,1536.75,29,37,66,26.0,42.68,47.13,28,1979-01-12,SVK,SVK,73,207,1997,1,12,8466148,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Mark Bell,TOR,F,,,,,,,136.0,174.0,241.0,382.0,159.0,36.0,91.0,,,Fourth Line,35,341.03333333333,4,6,10,4.95,50.00,51.24,27,1980-08-05,CAN,CAN,76,220,1998,1,8,8467335,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2007-2008,Mark Parrish,MIN,F,,,,,,,123.0,254.0,239.0,112.0,286.0,21.0,251.0,,,Third Line,66,984.6,16,14,30,10.64,55.32,49.62,30,1977-02-02,USA,USA,71,199,1996,3,79,8465026,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Mark Recchi,ATL,F,,,,,,,320.0,360.0,152.0,300.0,215.0,43.0,260.0,,,Second Line,72,1284.9833333333,14,34,48,14.48,40.00,43.92,39,1968-02-01,CAN,CAN,70,195,1988,4,67,8450725,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2007-2008,Mark Smith,CGY,F,,,,,,,381.0,330.0,294.0,202.0,67.0,76.0,117.0,,,Fringe,54,320.45,1,3,4,2.74,31.25,44.26,29,1977-10-24,CAN,CAN,70,200,1997,9,219,8466343,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2007-2008,Markus Naslund,VAN,F,,,,,,,118.0,83.0,178.0,180.0,398.0,61.0,20.0,,,Second Line,82,1425.4166666667,25,30,55,22.31,49.44,51.79,34,1973-07-30,SWE,SWE,72,191,1991,1,16,8458530,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Martin Erat,NSH,F,,,,,,,52.0,134.0,94.0,80.0,251.0,55.0,222.0,,,First Line,76,1417.9,23,34,57,16.75,49.44,55.63,26,1981-08-29,CZE,CZE,72,196,1999,7,191,8468064,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Martin Gelinas,NSH,F,,,,,,,291.0,18.0,87.0,187.0,173.0,46.0,264.0,,,Third Line,57,803.7,9,11,20,13.03,53.66,55.97,37,1970-06-05,CAN,CAN,71,202,1988,1,7,8447091,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Martin Hanzal,PHX,F,,,,,,,333.0,352.0,102.0,62.0,157.0,68.0,277.0,,,Second Line,72,1205.85,8,27,35,10.25,47.46,50.38,20,1987-02-20,CZE,CZE,78,230,2005,1,17,8471691,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Martin Havlat,CHI,F,,,,,,,58.0,94.0,32.0,110.0,405.0,9.0,305.0,,,First Line,35,650.48333333333,10,17,27,8.43,64.86,57.37,26,1981-04-19,CZE,CZE,74,210,1999,1,26,8467899,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2007-2008,Martin Lapointe,OTT,F,,,,,,,241.0,351.0,345.0,363.0,117.0,63.0,192.0,,,Fourth Line,70,658.31666666667,6,7,13,4.42,43.33,43.43,33,1973-09-12,CAN,CAN,71,215,1991,1,10,8458524,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'OTT']"
2007-2008,Martin Rucinsky,STL,F,,,,,,,245.0,306.0,88.0,361.0,303.0,61.0,191.0,,,Third Line,40,600.43333333333,5,11,16,5.83,40.63,39.07,36,1971-03-11,CZE,CZE,73,205,1991,1,20,8458534,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,Martin St. Louis,TBL,F,,,,,,,287.0,234.0,44.0,41.0,380.0,57.0,54.0,,,First Line,82,1991.2833333333,25,58,83,26.3,46.76,50.08,32,1975-06-18,CAN,CAN,68,180,-,-,-,8466378,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Martin Straka,NYR,F,,,,,,,150.0,225.0,59.0,183.0,371.0,54.0,140.0,,,First Line,65,1209.1833333333,14,27,41,13.58,55.07,54.0,34,1972-09-03,CZE,CZE,69,180,1992,1,19,8458955,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Marty Reasoner,EDM,F,,,,,,,212.0,140.0,310.0,344.0,345.0,77.0,353.0,,,Third Line,82,1226.8,11,14,25,12.38,36.99,47.34,30,1977-02-26,USA,USA,73,197,1996,1,14,8464967,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Mason Raymond,VAN,F,,,,,,,37.0,181.0,207.0,10.0,229.0,11.0,92.0,,,Fourth Line,49,613.65,9,12,21,6.97,57.14,46.02,21,1985-09-17,CAN,CAN,73,179,2005,2,51,8471664,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Mathias Tjarnqvist,PHX,F,,,,,,,358.0,236.0,336.0,133.0,121.0,34.0,273.0,,,Third Line,78,1064.0666666667,4,7,11,8.62,51.16,43.62,28,1979-04-15,SWE,SWE,74,196,1999,3,96,8467969,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Mathieu Dandenault,MTL,F,,,,,,,122.0,268.0,339.0,346.0,129.0,65.0,348.0,,,Fourth Line,61,679.21666666667,9,5,14,6.84,36.36,39.25,31,1976-02-03,CAN,CAN,72,208,1994,2,49,8460540,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Mathieu Darche,TBL,F,,,,,,,336.0,172.0,169.0,188.0,83.0,69.0,189.0,,,Third Line,73,1053.1333333333,7,15,22,10.66,44.07,52.41,30,1976-11-26,CAN,CAN,73,215,-,-,-,8468463,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Mats Sundin,TOR,F,,,,,,,29.0,27.0,28.0,211.0,354.0,44.0,347.0,,,First Line,74,1482.6666666667,32,46,78,24.2,57.14,54.87,36,1971-02-13,SWE,SWE,77,231,1989,1,1,8451774,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2007-2008,Matt Bradley,WSH,F,,,,,,,307.0,73.0,222.0,159.0,49.0,66.0,293.0,,,Fourth Line,77,769.61666666667,7,11,18,9.61,47.62,54.23,29,1978-06-13,CAN,CAN,75,200,1996,4,102,8465059,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,Matt Cooke,WSH,F,,,,,,,205.0,267.0,293.0,248.0,28.0,36.0,313.0,,,Fourth Line,78,1026.5,10,13,23,9.19,49.12,48.46,28,1978-09-07,CAN,CAN,71,216,1997,6,144,8465951,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,Matt Cullen,CAR,F,,,,,,,324.0,167.0,15.0,181.0,296.0,29.0,282.0,,,Second Line,59,995.58333333333,13,36,49,13.94,54.24,48.85,30,1976-11-02,USA,USA,73,202,1996,2,35,8464989,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Matt Ellis,LAK,F,,,,,,,346.0,80.0,109.0,378.0,151.0,41.0,22.0,,,Fringe,54,429.28333333333,3,5,8,5.77,52.38,43.82,26,1981-08-31,CAN,CAN,72,208,-,-,-,8470018,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Matt Pettinger,VAN,F,,,,,,,329.0,209.0,369.0,176.0,146.0,71.0,109.0,,,Third Line,76,1087.0833333333,6,7,13,9.92,38.46,48.29,26,1980-10-22,CAN,CAN,73,205,2000,2,43,8468523,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Matt Stajan,TOR,F,,,,,,,189.0,273.0,301.0,150.0,189.0,67.0,157.0,,,First Line,82,1550.3,16,17,33,15.59,44.71,48.35,23,1983-12-19,CAN,CAN,73,195,2002,2,57,8470162,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2007-2008,Matthew Lombardi,CGY,F,,,,,,,253.0,100.0,220.0,352.0,235.0,57.0,145.0,,,Second Line,82,1419.4,14,22,36,19.34,42.42,49.77,25,1982-03-18,CAN,CAN,71,195,2002,3,90,8468695,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2007-2008,Max Talbot,PIT,F,,,,,,,117.0,361.0,216.0,298.0,119.0,27.0,346.0,,,Third Line,63,974.0,12,14,26,6.36,54.17,51.67,23,1984-02-11,CAN,CAN,71,186,2002,8,234,8470171,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Maxim Afinogenov,BUF,F,,,,,,,119.0,242.0,258.0,190.0,340.0,93.0,36.0,,,Second Line,56,899.16666666667,10,18,28,10.25,39.66,56.38,27,1979-09-04,RUS,RUS,72,190,1997,3,69,8466202,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Maxim Lapierre,MTL,F,,,,,,,213.0,278.0,259.0,242.0,64.0,18.0,227.0,,,Fourth Line,53,697.6,7,11,18,6.52,53.49,42.45,22,1985-03-29,CAN,CAN,74,215,2003,2,61,8470654,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Michael Cammalleri,LAK,F,,,,,,,203.0,29.0,172.0,154.0,368.0,64.0,148.0,,,First Line,63,1170.25,19,28,47,24.5,43.59,47.88,25,1982-06-08,CAN,CAN,69,185,2001,2,49,8469500,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Michael Nylander,WSH,F,,,,,,,290.0,350.0,92.0,337.0,392.0,92.0,11.0,,,First Line,40,766.26666666667,11,26,37,8.77,37.04,48.81,34,1972-10-03,SWE,SWE,73,200,1991,3,59,8458573,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,Michael Peca,CBJ,F,,,,,,,374.0,365.0,132.0,372.0,220.0,55.0,300.0,,,First Line,65,1206.9166666667,8,26,34,9.58,47.17,50.91,33,1974-03-26,CAN,CAN,71,183,1992,2,40,8458976,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Michael Ryan,BUF,F,,,,,,,217.0,148.0,278.0,174.0,242.0,62.0,53.0,,,Fourth Line,46,454.61666666667,4,4,8,4.57,44.44,53.7,27,1980-05-16,USA,USA,73,188,1999,2,32,8467905,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Michael Ryder,MTL,F,,,,,,,35.0,118.0,381.0,196.0,68.0,36.0,171.0,,,Fourth Line,70,926.35,14,17,31,13.77,48.39,45.45,27,1980-03-31,CAN,CAN,73,200,1998,8,216,8467545,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Michal Handzus,LAK,F,,,,,,,370.0,380.0,254.0,207.0,240.0,71.0,315.0,,,Third Line,82,1249.7333333333,7,14,21,9.4,32.43,40.36,30,1977-03-11,SVK,SVK,77,215,1995,4,101,8462129,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Michel Ouellet,TBL,F,,,,,,,107.0,62.0,99.0,95.0,202.0,36.0,248.0,,,Third Line,64,872.4,17,19,36,13.91,60.38,56.2,25,1982-03-05,CAN,CAN,73,193,2000,4,124,8468604,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Mikael Samuelsson,DET,F,,,,,,,299.0,95.0,119.0,39.0,228.0,33.0,37.0,,,Second Line,73,1187.15,11,29,40,16.42,66.13,57.94,30,1976-12-23,SWE,SWE,74,218,1998,5,145,8467463,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DET']"
2007-2008,Mike Comrie,NYI,F,,,,,,,102.0,97.0,303.0,267.0,321.0,64.0,138.0,,,First Line,76,1458.35,21,28,49,21.52,44.19,47.26,26,1980-09-11,CAN,CAN,70,185,1999,3,91,8467964,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2007-2008,Mike Fisher,OTT,F,,,,,,,158.0,68.0,148.0,282.0,39.0,74.0,341.0,,,First Line,79,1561.45,23,24,47,20.94,41.10,51.8,27,1980-06-05,CAN,CAN,73,216,1998,2,44,8467370,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'OTT']"
2007-2008,Mike Grier,SJS,F,,,,,,,342.0,258.0,251.0,129.0,103.0,83.0,199.0,,,Second Line,78,1264.4166666667,9,13,22,10.78,38.60,51.53,32,1975-01-05,USA,USA,73,224,1993,9,219,8459640,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Mike Knuble,PHI,F,,,,,,,156.0,128.0,314.0,347.0,278.0,44.0,343.0,,,First Line,82,1550.4,29,26,55,25.03,48.68,49.58,35,1972-07-04,CAN,USA,75,229,1991,4,76,8458590,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Mike Modano,DAL,F,,,,,,,152.0,334.0,212.0,246.0,404.0,69.0,356.0,,,First Line,82,1577.6333333333,21,36,57,18.25,41.89,45.65,37,1970-06-07,USA,USA,75,212,1988,1,1,8449645,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Mike Ribeiro,DAL,F,,,,,,,42.0,261.0,10.0,126.0,226.0,10.0,3.0,,,First Line,76,1400.3666666667,27,56,83,14.46,63.22,56.34,27,1980-02-10,CAN,CAN,72,179,1998,2,45,8467371,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Mike Richards,PHI,F,,,,,,,57.0,131.0,110.0,19.0,183.0,26.0,405.0,,,First Line,73,1570.45,28,47,75,22.27,55.41,50.05,22,1985-02-11,CAN,CAN,71,196,2003,1,24,8470617,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Mike Rupp,NJD,F,,,,,,,371.0,311.0,265.0,194.0,25.0,78.0,86.0,,,Fringe,64,515.78333333333,3,6,9,4.48,34.62,47.02,27,1980-01-13,USA,USA,77,235,2000,3,76,8467336,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Mike Sillinger,NYI,F,,,,,,,97.0,171.0,226.0,185.0,385.0,70.0,379.0,,,First Line,52,967.18333333333,14,12,26,10.21,42.22,50.24,36,1971-06-29,CAN,CAN,71,198,1989,1,11,8451359,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2007-2008,Mike York,PHX,F,,,,,,,384.0,364.0,334.0,46.0,309.0,56.0,112.0,,,Fourth Line,63,755.03333333333,6,8,14,7.23,42.86,47.7,29,1978-01-03,USA,USA,70,185,1997,6,136,8466266,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Mike Zigomanis,PHX,F,,,,,,,314.0,312.0,405.0,319.0,195.0,61.0,317.0,,,Fourth Line,33,409.31666666667,2,1,3,2.7,37.50,40.14,26,1981-01-17,CAN,CAN,72,200,2001,2,46,8467937,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Mikko Koivu,MIN,F,,,,,,,173.0,310.0,115.0,274.0,333.0,11.0,338.0,,,First Line,57,1190.6333333333,11,31,42,11.44,63.46,52.21,24,1983-03-12,FIN,FIN,75,213,2001,1,6,8469459,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Milan Hejduk,COL,F,,,,,,,26.0,71.0,138.0,240.0,346.0,30.0,166.0,,,First Line,77,1489.7833333333,29,25,54,22.2,57.95,55.06,31,1976-02-14,CZE,CZE,72,190,1994,4,87,8460577,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
