Season,Player,Team,Position,tot_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,pdo_rank,ozs_rank,tmt_rank,cmp_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,Specific Position,tot_history,evo_history,evd_history,ppl_history,pkl_history,team_history
2008-2009,Justin Williams,LAK,F,,,,,,,355.0,78.0,132.0,185.0,172.0,220.0,260.0,,,Second Line,44,698.61666666667,4,10,14,10.64,48.48,55.65,26,1981-10-04,CAN,CAN,73,184,2000,1,28,8468508,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CAR', 'LAK']"
2008-2009,Kamil Kreps,FLA,F,,,,,,,357.0,353.0,151.0,309.0,276.0,65.0,216.0,,,Third Line,66,922.28333333333,4,15,19,6.62,50.00,45.57,23,1984-11-18,CZE,CZE,74,194,2003,2,38,8470631,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'FLA', 'FLA']"
2008-2009,Keith Tkachuk,STL,F,,,,,,,202.0,101.0,126.0,327.0,187.0,199.0,381.0,,,Second Line,79,1339.6833333333,25,24,49,23.55,46.38,53.46,36,1972-03-28,USA,USA,74,235,1990,1,19,8458229,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'STL', 'STL']"
2008-2009,Kevin Porter,PHX,F,,,,,,,224.0,394.0,379.0,33.0,174.0,101.0,71.0,,,Third Line,34,463.46666666667,5,5,10,3.21,50.00,41.1,22,1986-03-12,USA,USA,72,190,2004,4,119,8471331,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2008-2009,Kirk Maltby,DET,F,,,,,,,291.0,368.0,341.0,85.0,126.0,295.0,28.0,,,Fourth Line,78,712.86666666667,5,6,11,4.64,40.48,44.76,35,1972-12-22,CAN,CAN,72,195,1992,3,65,8459001,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DET', 'DET']"
2008-2009,Kris Draper,DET,F,,,,,,,360.0,346.0,295.0,373.0,160.0,294.0,249.0,,,Fourth Line,79,946.66666666667,7,10,17,7.36,36.07,41.58,37,1971-05-24,CAN,CAN,70,188,1989,3,62,8446485,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DET', 'DET']"
2008-2009,Kris Versteeg,CHI,F,,,,,,,213.0,266.0,242.0,128.0,282.0,149.0,59.0,,,Second Line,78,1328.7166666667,22,31,53,13.51,53.03,52.84,22,1986-05-13,CAN,CAN,71,176,2004,5,134,8471346,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2008-2009,Kristian Huselius,CBJ,F,,,,,,,117.0,79.0,70.0,253.0,400.0,155.0,178.0,,,First Line,74,1444.3833333333,21,35,56,22.15,52.04,53.05,29,1978-11-10,SWE,SWE,74,184,1997,2,47,8466181,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CGY', 'CBJ']"
2008-2009,Krys Barch,DAL,F,,,,,,,323.0,382.0,366.0,356.0,10.0,110.0,30.0,,,Fringe,72,464.76666666667,4,5,9,3.05,51.52,44.2,28,1980-03-26,CAN,CAN,74,225,1998,4,106,8467428,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DAL', 'DAL']"
2008-2009,Kyle Brodziak,EDM,F,,,,,,,146.0,131.0,172.0,212.0,242.0,114.0,347.0,,,Fourth Line,79,1005.1333333333,11,16,27,10.59,48.33,46.75,24,1984-05-25,CAN,CAN,74,205,2003,7,214,8470803,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'EDM', 'EDM']"
2008-2009,Kyle Calder,LAK,F,,,,,,,328.0,307.0,138.0,226.0,204.0,151.0,259.0,,,Fourth Line,74,974.31666666667,8,19,27,10.36,51.79,53.23,29,1979-01-05,CAN,CAN,71,177,1997,5,130,8466260,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'LAK', 'LAK']"
2008-2009,Kyle Okposo,NYI,F,,,,,,,245.0,189.0,173.0,92.0,180.0,172.0,156.0,,,First Line,65,1170.65,18,21,39,16.45,45.61,47.21,20,1988-04-16,USA,USA,72,218,2006,1,7,8473449,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2008-2009,Kyle Turris,PHX,F,,,,,,,342.0,370.0,371.0,56.0,280.0,296.0,3.0,,,Fourth Line,63,814.06666666667,8,12,20,7.76,34.62,42.34,19,1989-08-14,CAN,CAN,73,190,2007,1,3,8474068,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2008-2009,Kyle Wellwood,VAN,F,,,,,,,273.0,372.0,339.0,50.0,393.0,158.0,16.0,,,Third Line,74,1021.1166666667,18,9,27,14.16,53.06,47.12,25,1983-05-16,CAN,CAN,70,181,2001,5,134,8469581,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'TOR', 'VAN']"
2008-2009,Lauri Korpikoski,NYR,F,,,,,,,263.0,327.0,199.0,36.0,105.0,243.0,57.0,,,Fourth Line,68,742.15,6,8,14,6.18,41.67,43.9,22,1986-07-28,FIN,FIN,73,193,2004,1,19,8471232,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2008-2009,Lee Stempniak,TOR,F,,,,,,,233.0,188.0,117.0,159.0,148.0,157.0,275.0,,,Second Line,75,1240.4666666667,14,30,44,15.92,48.10,47.81,25,1983-02-04,USA,USA,71,195,2003,5,148,8470740,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'STL', 'TOR']"
2008-2009,Liam Reddox,EDM,F,,,,,,,249.0,277.0,66.0,182.0,90.0,90.0,218.0,,,Fourth Line,46,481.65,5,7,12,4.36,42.11,46.08,22,1986-01-27,CAN,CAN,71,178,2004,4,112,8471324,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2008-2009,Loui Eriksson,DAL,F,,,,,,,35.0,137.0,220.0,124.0,275.0,123.0,270.0,,,First Line,82,1624.6666666667,36,27,63,19.66,56.12,52.75,23,1985-07-17,SWE,SWE,74,179,2003,2,33,8470626,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DAL', 'DAL']"
2008-2009,Manny Malhotra,CBJ,F,,,,,,,226.0,317.0,195.0,313.0,253.0,124.0,378.0,,,First Line,77,1386.65,11,24,35,10.62,55.71,51.84,28,1980-05-18,CAN,CAN,74,207,1998,1,7,8467334,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CBJ', 'CBJ']"
2008-2009,Marc Savard,BOS,F,,,,,,,206.0,275.0,3.0,312.0,371.0,19.0,283.0,,,First Line,82,1601.8833333333,25,63,88,19.34,62.63,49.38,31,1977-07-17,CAN,CAN,70,188,1995,4,91,8462118,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BOS', 'BOS']"
2008-2009,Marc-Antoine Pouliot,EDM,F,,,,,,,135.0,122.0,245.0,298.0,235.0,107.0,54.0,,,Fourth Line,63,724.83333333333,8,12,20,9.81,49.02,48.21,23,1985-05-22,CAN,CAN,74,203,2003,1,22,8470615,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2008-2009,Marcel Goc,SJS,F,,,,,,,385.0,160.0,286.0,112.0,111.0,306.0,292.0,,,Third Line,55,765.41666666667,2,9,11,8.7,41.67,52.86,25,1983-08-24,DEU,DEU,73,197,2001,1,20,8469473,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'SJS', 'SJS']"
2008-2009,Marco Sturm,BOS,F,,,,,,,72.0,36.0,194.0,70.0,341.0,7.0,318.0,,,Second Line,19,304.46666666667,7,6,13,4.6,71.43,54.04,29,1978-09-08,DEU,DEU,72,196,1996,1,21,8464979,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BOS', 'BOS']"
2008-2009,Marek Svatos,COL,F,,,,,,,49.0,35.0,216.0,193.0,294.0,140.0,132.0,,,Fourth Line,69,904.26666666667,14,20,34,14.52,46.30,50.85,26,1982-06-17,SVK,SVK,70,185,2001,7,227,8469670,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'COL', 'COL']"
2008-2009,Marian Gaborik,MIN,F,,,,,,,1.0,24.0,79.0,64.0,304.0,12.0,109.0,,,First Line,17,339.88333333333,13,10,23,5.54,57.69,51.55,26,1982-02-14,SVK,SVK,73,200,2000,1,3,8468483,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'MIN', 'MIN']"
2008-2009,Marian Hossa,DET,F,,,,,,,5.0,19.0,197.0,68.0,265.0,57.0,258.0,,,Second Line,74,1317.0833333333,40,31,71,26.55,67.05,55.62,29,1979-01-12,SVK,SVK,73,207,1997,1,12,8466148,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PIT', 'DET']"
2008-2009,Mark Parrish,DAL,F,,,,,,,205.0,347.0,322.0,311.0,241.0,74.0,64.0,,,Fourth Line,44,495.91666666667,8,5,13,5.18,46.15,41.77,31,1977-02-02,USA,USA,71,199,1996,3,79,8465026,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'MIN', 'DAL']"
2008-2009,Mark Recchi,BOS,F,,,,,,,132.0,354.0,167.0,140.0,185.0,181.0,243.0,,,Second Line,80,1341.9,23,38,61,13.39,43.59,45.09,40,1968-02-01,CAN,CAN,70,195,1988,4,67,8450725,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ATL', 'BOS']"
2008-2009,Markus Naslund,NYR,F,,,,,,,136.0,30.0,338.0,265.0,331.0,265.0,32.0,,,Second Line,82,1408.65,24,22,46,24.34,46.75,57.8,35,1973-07-30,SWE,SWE,72,191,1991,1,16,8458530,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'VAN', 'NYR']"
2008-2009,Martin Erat,NSH,F,,,,,,,87.0,219.0,157.0,251.0,315.0,186.0,135.0,,,First Line,71,1318.0333333333,17,33,50,14.07,50.00,50.89,27,1981-08-29,CZE,CZE,72,196,1999,7,191,8468064,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NSH', 'NSH']"
2008-2009,Martin Hanzal,PHX,F,,,,,,,340.0,371.0,110.0,91.0,137.0,230.0,328.0,,,Second Line,74,1210.5833333333,11,20,31,10.22,43.55,47.09,21,1987-02-20,CZE,CZE,78,230,2005,1,17,8471691,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PHX', 'PHX']"
2008-2009,Martin Havlat,CHI,F,,,,,,,59.0,140.0,10.0,84.0,399.0,77.0,308.0,,,Second Line,81,1410.2333333333,29,48,77,21.39,59.62,56.13,27,1981-04-19,CZE,CZE,74,210,1999,1,26,8467899,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CHI', 'CHI']"
2008-2009,Martin St. Louis,TBL,F,,,,,,,111.0,109.0,58.0,23.0,392.0,93.0,43.0,,,First Line,82,1745.45,30,50,80,29.87,55.66,53.36,33,1975-06-18,CAN,CAN,68,180,-,-,-,8466378,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'TBL', 'TBL']"
2008-2009,Marty Reasoner,ATL,F,,,,,,,139.0,144.0,288.0,236.0,309.0,133.0,361.0,,,Third Line,79,1209.2666666667,14,16,30,13.36,53.33,49.35,31,1977-02-26,USA,USA,73,197,1996,1,14,8464967,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'EDM', 'ATL']"
2008-2009,Mason Raymond,VAN,F,,,,,,,247.0,121.0,360.0,14.0,255.0,75.0,37.0,,,Third Line,72,987.25,11,12,23,13.71,51.11,48.57,22,1985-09-17,CAN,CAN,73,179,2005,2,51,8471664,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'VAN', 'VAN']"
2008-2009,Mathieu Dandenault,MTL,F,,,,,,,216.0,343.0,211.0,300.0,158.0,85.0,356.0,,,Fourth Line,41,481.9,4,8,12,3.31,58.62,52.81,32,1976-02-03,CAN,CAN,72,208,1994,2,49,8460540,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'MTL', 'MTL']"
2008-2009,Mats Sundin,VAN,F,,,,,,,203.0,187.0,50.0,320.0,377.0,160.0,198.0,,,Second Line,41,690.65,9,19,28,10.27,48.72,49.09,37,1971-02-13,SWE,SWE,77,231,1989,1,1,8451774,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'TOR', 'VAN']"
2008-2009,Matt Bradley,WSH,F,,,,,,,332.0,204.0,285.0,138.0,69.0,193.0,166.0,,,Fourth Line,81,859.35,5,6,11,7.94,47.62,48.92,30,1978-06-13,CAN,CAN,75,200,1996,4,102,8465059,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'WSH', 'WSH']"
2008-2009,Matt Cooke,PIT,F,,,,,,,118.0,289.0,165.0,338.0,11.0,109.0,348.0,,,Third Line,76,1079.9166666667,13,18,31,9.93,48.10,47.05,29,1978-09-07,CAN,CAN,71,216,1997,6,144,8465951,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'WSH', 'PIT']"
2008-2009,Matt Cullen,CAR,F,,,,,,,134.0,179.0,74.0,167.0,307.0,96.0,185.0,,,Second Line,69,1159.25,22,21,43,15.21,55.93,50.88,31,1976-11-02,USA,USA,73,202,1996,2,35,8464989,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CAR', 'CAR']"
2008-2009,Matt D'Agostini,MTL,F,,,,,,,101.0,147.0,362.0,48.0,146.0,303.0,300.0,,,Fourth Line,53,710.66666666667,12,9,21,9.75,38.78,48.81,21,1986-10-23,CAN,CAN,72,198,2005,6,190,8471851,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2008-2009,Matt Ellis,BUF,F,,,,,,,69.0,46.0,313.0,376.0,205.0,64.0,227.0,,,Fringe,45,397.45,7,5,12,5.61,60.00,51.35,27,1981-08-31,CAN,CAN,72,208,-,-,-,8470018,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'LAK', 'BUF']"
2008-2009,Matt Pettinger,TBL,F,,,,,,,279.0,232.0,331.0,224.0,107.0,234.0,324.0,,,Fourth Line,59,726.6,8,7,15,7.0,40.48,45.64,27,1980-10-22,CAN,CAN,73,205,2000,2,43,8468523,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'VAN', 'TBL']"
2008-2009,Matt Stajan,TOR,F,,,,,,,303.0,274.0,115.0,239.0,150.0,202.0,221.0,,,Second Line,76,1286.85,15,40,55,16.82,51.06,53.95,24,1983-12-19,CAN,CAN,73,195,2002,2,57,8470162,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'TOR', 'TOR']"
2008-2009,Matthew Lombardi,PHX,F,,,,,,,183.0,91.0,46.0,346.0,289.0,88.0,162.0,,,Second Line,69,1219.5833333333,14,32,46,17.04,58.14,52.49,26,1982-03-18,CAN,CAN,71,195,2002,3,90,8468695,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CGY', 'PHX']"
2008-2009,Max Pacioretty,MTL,F,,,,,,,361.0,226.0,42.0,31.0,102.0,156.0,169.0,,,Fourth Line,34,429.08333333333,3,8,11,5.91,48.28,45.19,19,1988-11-20,USA,USA,74,217,2007,1,22,8474157,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2008-2009,Max Talbot,PIT,F,,,,,,,154.0,295.0,263.0,294.0,82.0,131.0,334.0,,,Third Line,75,1060.15,12,10,22,11.53,42.19,48.04,24,1984-02-11,CAN,CAN,71,186,2002,8,234,8470171,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PIT', 'PIT']"
2008-2009,Maxim Afinogenov,BUF,F,,,,,,,181.0,77.0,247.0,38.0,328.0,291.0,65.0,,,Fourth Line,48,605.13333333333,6,14,20,8.37,45.00,51.34,28,1979-09-04,RUS,RUS,72,190,1997,3,69,8466202,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BUF', 'BUF']"
2008-2009,Maxim Lapierre,MTL,F,,,,,,,187.0,142.0,291.0,37.0,101.0,51.0,175.0,,,Third Line,79,1169.0,15,13,28,16.11,55.88,49.19,23,1985-03-29,CAN,CAN,74,215,2003,2,61,8470654,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'MTL', 'MTL']"
2008-2009,Michael Cammalleri,CGY,F,,,,,,,96.0,51.0,81.0,136.0,385.0,165.0,184.0,,,Second Line,81,1422.0666666667,39,43,82,25.24,54.08,54.46,26,1982-06-08,CAN,CAN,69,185,2001,2,49,8469500,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'LAK', 'CGY']"
2008-2009,Michael Frolik,FLA,F,,,,,,,29.0,164.0,252.0,54.0,238.0,49.0,159.0,,,Third Line,79,1169.8333333333,21,24,45,15.08,56.16,49.6,20,1988-02-17,CZE,CZE,73,186,2006,1,10,8473564,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2008-2009,Michael Nylander,WSH,F,,,,,,,333.0,367.0,78.0,317.0,386.0,269.0,20.0,,,Third Line,72,1010.6,9,24,33,9.22,53.52,55.67,35,1972-10-03,SWE,SWE,73,200,1991,3,59,8458573,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'WSH', 'WSH']"
2008-2009,Michael Peca,CBJ,F,,,,,,,370.0,383.0,38.0,382.0,245.0,250.0,312.0,,,Third Line,71,1001.35,4,18,22,5.99,44.83,49.32,34,1974-03-26,CAN,CAN,71,183,1992,2,40,8458976,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CBJ', 'CBJ']"
2008-2009,Michael Ryder,BOS,F,,,,,,,30.0,47.0,146.0,221.0,116.0,5.0,167.0,,,Third Line,74,1104.3666666667,27,26,53,19.49,71.23,54.61,28,1980-03-31,CAN,CAN,73,200,1998,8,216,8467545,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'MTL', 'BOS']"
2008-2009,Michal Handzus,LAK,F,,,,,,,336.0,330.0,234.0,125.0,230.0,239.0,335.0,,,First Line,82,1550.1166666667,18,24,42,17.37,42.37,47.49,31,1977-03-11,SVK,SVK,77,215,1995,4,101,8462129,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'LAK', 'LAK']"
2008-2009,Mikael Samuelsson,DET,F,,,,,,,214.0,152.0,310.0,208.0,233.0,187.0,96.0,,,Third Line,81,1244.8333333333,19,21,40,16.11,52.11,54.36,31,1976-12-23,SWE,SWE,74,218,1998,5,145,8467463,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DET', 'DET']"
2008-2009,Mike Brown,ANA,F,,,,,,,347.0,313.0,402.0,394.0,15.0,307.0,265.0,,,Fringe,48,390.68333333333,2,2,4,3.49,27.78,47.07,23,1985-06-24,USA,USA,71,205,2004,5,159,8471371,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2008-2009,Mike Comrie,OTT,F,,,,,,,252.0,155.0,323.0,247.0,321.0,264.0,101.0,,,Second Line,63,989.3,10,17,27,12.62,37.10,45.03,27,1980-09-11,CAN,CAN,70,185,1999,3,91,8467964,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NYI', 'OTT']"
2008-2009,Mike Fisher,OTT,F,,,,,,,304.0,185.0,264.0,306.0,49.0,166.0,289.0,,,First Line,78,1442.6333333333,13,19,32,18.68,50.00,48.82,28,1980-06-05,CAN,CAN,73,216,1998,2,44,8467370,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'OTT', 'OTT']"
2008-2009,Mike Grier,SJS,F,,,,,,,292.0,301.0,281.0,66.0,58.0,229.0,271.0,,,Third Line,62,930.45,10,13,23,9.34,52.50,50.72,33,1975-01-05,USA,USA,73,224,1993,9,219,8459640,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'SJS', 'SJS']"
2008-2009,Mike Knuble,PHI,F,,,,,,,108.0,98.0,317.0,371.0,273.0,148.0,357.0,,,First Line,82,1490.2333333333,27,20,47,22.57,50.60,52.29,36,1972-07-04,CAN,USA,75,229,1991,4,76,8458590,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PHI', 'PHI']"
2008-2009,Mike Modano,DAL,F,,,,,,,253.0,302.0,153.0,259.0,381.0,251.0,339.0,,,First Line,80,1463.35,15,31,46,15.68,46.75,47.96,38,1970-06-07,USA,USA,75,212,1988,1,1,8449645,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DAL', 'DAL']"
2008-2009,Mike Ribeiro,DAL,F,,,,,,,150.0,314.0,5.0,51.0,184.0,98.0,46.0,,,First Line,82,1718.0166666667,22,56,78,17.63,50.43,51.79,28,1980-02-10,CAN,CAN,72,179,1998,2,45,8467371,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DAL', 'DAL']"
2008-2009,Mike Richards,PHI,F,,,,,,,166.0,106.0,51.0,46.0,193.0,91.0,399.0,,,First Line,79,1716.95,30,50,80,26.27,51.69,51.93,23,1985-02-11,CAN,CAN,71,196,2003,1,24,8470617,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PHI', 'PHI']"
2008-2009,Mike Rupp,NJD,F,,,,,,,381.0,324.0,357.0,249.0,27.0,232.0,45.0,,,Fringe,72,628.48333333333,3,6,9,5.34,45.45,47.23,28,1980-01-13,USA,USA,77,235,2000,3,76,8467336,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NJD', 'NJD']"
2008-2009,Mikhail Grabovski,TOR,F,,,,,,,170.0,352.0,129.0,290.0,252.0,271.0,158.0,,,Second Line,78,1265.0666666667,20,28,48,13.42,46.51,48.58,24,1984-01-31,DEU,BLR,71,186,2004,5,150,8471362,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2008-2009,Mikkel Boedker,PHX,F,,,,,,,248.0,260.0,299.0,94.0,274.0,111.0,276.0,,,Second Line,78,1212.1666666667,11,17,28,12.57,46.48,45.52,18,1989-12-16,DNK,DNK,72,207,2008,1,8,8474571,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
