Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL,Team URL
2020-2021,Shea Theodore,VGK,D,2.0,97.0,11.0,,2.0,61.0,5.0,9.0,22.0,11.0,30.0,225.0,,9.0,First Pair,53,1194.95,8,15,25,1995-08-03,CAN,CAN,74,197,2013,1,26,26,8477447.0,https://assets.nhle.com/mugs/nhl/20202021/VGK/8477447.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2020-2021,Shea Weber,MTL,D,23.0,165.0,33.0,152.0,21.0,72.0,24.0,47.0,58.0,111.0,163.0,78.0,,23.0,First Pair,48,1089.6,6,6,35,1985-08-14,CAN,CAN,76,230,2003,2,19,49,8470642.0,https://assets.nhle.com/mugs/nhl/20202021/MTL/8470642.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2020-2021,Slater Koekkoek,EDM,D,109.0,173.0,,86.0,86.0,215.0,106.0,68.0,118.0,150.0,63.0,112.0,,153.0,Third Pair,18,236.95,1,0,26,1994-02-18,CAN,CAN,74,193,2012,1,10,10,8476886.0,https://assets.nhle.com/mugs/nhl/20202021/EDM/8476886.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2020-2021,Steven Kampfer,BOS,D,130.0,55.0,72.0,136.0,197.0,180.0,95.0,93.0,94.0,55.0,36.0,118.0,,121.0,Third Pair,20,334.3,2,2,31,1988-09-24,USA,USA,71,198,2007,4,2,93,8474000.0,https://assets.nhle.com/mugs/nhl/20202021/BOS/8474000.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2020-2021,TJ Brodie,TOR,D,153.0,77.0,,101.0,23.0,69.0,222.0,174.0,190.0,98.0,59.0,220.0,,122.0,Second Pair,56,1207.2166666667,1,4,30,1990-06-07,CAN,CAN,74,187,2008,4,23,114,8474673.0,https://assets.nhle.com/mugs/nhl/20202021/TOR/8474673.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2020-2021,Thomas Chabot,OTT,D,8.0,217.0,82.0,,32.0,184.0,30.0,37.0,3.0,141.0,100.0,131.0,,17.0,First Pair,49,1287.9166666667,6,17,23,1997-01-30,CAN,CAN,74,195,2015,1,18,18,8478469.0,https://assets.nhle.com/mugs/nhl/20202021/OTT/8478469.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2020-2021,Tobias Bjornfot,LAK,D,202.0,192.0,,170.0,203.0,197.0,190.0,162.0,119.0,63.0,192.0,168.0,,200.0,Third Pair,33,555.81666666667,1,2,19,2001-04-06,SWE,SWE,72,200,2019,1,22,22,8481600.0,https://assets.nhle.com/mugs/nhl/20202021/LAK/8481600.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2020-2021,Torey Krug,STL,D,76.0,135.0,7.0,,107.0,100.0,57.0,124.0,107.0,20.0,33.0,169.0,,21.0,First Pair,51,1149.9666666667,2,14,29,1991-04-12,USA,USA,69,194,-,-,-,-,8476792.0,https://assets.nhle.com/mugs/nhl/20202021/STL/8476792.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2020-2021,Travis Dermott,TOR,D,166.0,99.0,,,46.0,30.0,153.0,123.0,222.0,50.0,118.0,100.0,,208.0,Third Pair,51,674.41666666667,2,1,23,1996-12-22,CAN,CAN,72,202,2015,2,4,34,8478408.0,https://assets.nhle.com/mugs/nhl/20202021/TOR/8478408.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2020-2021,Travis Hamonic,VAN,D,53.0,68.0,,161.0,120.0,207.0,16.0,54.0,129.0,72.0,158.0,124.0,,50.0,Second Pair,38,735.95,3,3,30,1990-08-16,CAN,CAN,73,200,2008,2,23,53,8474612.0,https://assets.nhle.com/mugs/nhl/20202021/VAN/8474612.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2020-2021,Travis Sanheim,PHI,D,64.0,104.0,,116.0,69.0,75.0,85.0,65.0,61.0,156.0,32.0,186.0,,84.0,Second Pair,55,1203.75,3,5,24,1996-03-29,CAN,CAN,75,181,2014,1,17,17,8477948.0,https://assets.nhle.com/mugs/nhl/20202021/PHI/8477948.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2020-2021,Trevor van Riemsdyk,WSH,D,110.0,35.0,,4.0,34.0,15.0,115.0,125.0,162.0,77.0,58.0,193.0,,165.0,Third Pair,20,341.53333333333,1,0,29,1991-07-24,USA,USA,75,191,-,-,-,-,8477845.0,https://assets.nhle.com/mugs/nhl/20202021/WSH/8477845.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
2020-2021,Troy Stecher,DET,D,163.0,126.0,,,184.0,125.0,109.0,94.0,165.0,207.0,54.0,145.0,,135.0,Third Pair,44,761.9,3,2,26,1994-04-07,CAN,CAN,70,184,-,-,-,-,8479442.0,https://assets.nhle.com/mugs/nhl/20202021/DET/8479442.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2020-2021,Tucker Poolman,WPG,D,198.0,203.0,,172.0,185.0,187.0,137.0,188.0,206.0,82.0,10.0,82.0,,178.0,Second Pair,39,714.01666666667,0,1,27,1993-06-08,USA,USA,74,199,2013,5,6,127,8477359.0,https://assets.nhle.com/mugs/nhl/20202021/WPG/8477359.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2020-2021,Ty Smith,NJD,D,52.0,200.0,60.0,,102.0,159.0,158.0,177.0,2.0,81.0,125.0,187.0,,98.0,Second Pair,48,965.9,2,14,20,2000-03-24,CAN,CAN,71,180,2018,1,17,17,8480883.0,https://assets.nhle.com/mugs/nhl/20202021/NJD/8480883.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2020-2021,Tyler Myers,VAN,D,44.0,202.0,50.0,109.0,94.0,212.0,50.0,39.0,55.0,109.0,181.0,125.0,,57.0,First Pair,55,1214.35,6,10,30,1990-02-01,USA,CAN,80,229,2008,1,12,12,8474574.0,https://assets.nhle.com/mugs/nhl/20202021/VAN/8474574.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2020-2021,Tyson Barrie,EDM,D,9.0,206.0,14.0,,20.0,190.0,6.0,42.0,31.0,23.0,19.0,205.0,,13.0,Second Pair,56,1198.2,8,13,29,1991-07-26,CAN,CAN,71,197,2009,3,3,64,8475197.0,https://assets.nhle.com/mugs/nhl/20202021/EDM/8475197.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2020-2021,Victor Hedman,TBL,D,20.0,51.0,4.0,37.0,56.0,44.0,25.0,17.0,26.0,42.0,94.0,154.0,,4.0,First Pair,54,1352.4333333333,9,22,29,1990-12-18,SWE,SWE,79,244,2009,1,2,2,8475167.0,https://assets.nhle.com/mugs/nhl/20202021/TBL/8475167.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2020-2021,Victor Mete,MTL,D,146.0,29.0,,1.0,76.0,22.0,189.0,88.0,157.0,152.0,143.0,189.0,,174.0,Third Pair,28,442.36666666667,1,1,22,1998-06-07,CAN,CAN,69,187,2016,4,9,100,8479376.0,https://assets.nhle.com/mugs/nhl/20202021/MTL/8479376.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2020-2021,Victor Mete,OTT,D,146.0,29.0,,1.0,76.0,22.0,189.0,88.0,157.0,152.0,143.0,189.0,,174.0,Third Pair,28,442.36666666667,1,1,22,1998-06-07,CAN,CAN,69,187,2016,4,9,100,8479376.0,https://assets.nhle.com/mugs/nhl/20202021/OTT/8479376.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2020-2021,Vince Dunn,STL,D,79.0,76.0,10.0,,162.0,39.0,44.0,20.0,153.0,14.0,95.0,167.0,,67.0,Second Pair,43,827.71666666667,6,6,23,1996-10-29,CAN,CAN,72,200,2015,2,26,56,8478407.0,https://assets.nhle.com/mugs/nhl/20202021/STL/8478407.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2020-2021,Vladislav Gavrikov,CBJ,D,200.0,107.0,,25.0,199.0,149.0,199.0,109.0,175.0,219.0,109.0,123.0,,145.0,Second Pair,55,1067.0666666667,2,4,24,1995-11-21,RUS,RUS,75,221,2015,6,8,159,8478882.0,https://assets.nhle.com/mugs/nhl/20202021/CBJ/8478882.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2020-2021,Will Butcher,NJD,D,114.0,82.0,52.0,,169.0,150.0,138.0,115.0,65.0,87.0,23.0,219.0,,75.0,Second Pair,23,437.73333333333,1,4,25,1995-01-06,USA,USA,70,195,2013,5,2,123,8477355.0,https://assets.nhle.com/mugs/nhl/20202021/NJD/8477355.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2020-2021,William Lagesson,EDM,D,227.0,201.0,,2.0,227.0,169.0,224.0,224.0,85.0,215.0,12.0,166.0,,223.0,Third Pair,19,268.85,0,2,24,1996-02-22,SWE,SWE,74,207,2014,4,1,91,8478021.0,https://assets.nhle.com/mugs/nhl/20202021/EDM/8478021.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2020-2021,Wyatt Kalynuk,CHI,D,151.0,227.0,48.0,,208.0,227.0,183.0,2.0,181.0,94.0,154.0,97.0,,111.0,Third Pair,20,323.83333333333,3,2,23,1997-04-14,CAN,CAN,73,180,2017,7,10,196,8480293.0,https://assets.nhle.com/mugs/nhl/20202021/CHI/8480293.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2020-2021,Zach Bogosian,TOR,D,112.0,105.0,,99.0,54.0,71.0,149.0,193.0,104.0,135.0,222.0,57.0,,205.0,Third Pair,45,654.16666666667,0,2,30,1990-07-15,USA,USA,74,222,2008,1,3,3,8474567.0,https://assets.nhle.com/mugs/nhl/20202021/TOR/8474567.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2020-2021,Zach Werenski,CBJ,D,24.0,136.0,56.0,40.0,138.0,105.0,21.0,5.0,50.0,27.0,29.0,212.0,,22.0,First Pair,35,852.56666666667,7,9,23,1997-07-19,USA,USA,74,213,2015,1,8,8,8478460.0,https://assets.nhle.com/mugs/nhl/20202021/CBJ/8478460.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2020-2021,Zach Whitecloud,VGK,D,145.0,26.0,,5.0,150.0,53.0,155.0,119.0,84.0,30.0,126.0,60.0,,142.0,Third Pair,51,908.68333333333,2,4,23,1996-11-28,CAN,CAN,74,207,-,-,-,-,8480727.0,https://assets.nhle.com/mugs/nhl/20202021/VGK/8480727.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2020-2021,Zdeno Chara,WSH,D,148.0,69.0,,81.0,155.0,36.0,113.0,117.0,160.0,204.0,182.0,76.0,,132.0,Second Pair,55,1007.7166666667,2,4,43,1977-03-18,SVK,SVK,81,250,1996,3,4,56,8465009.0,https://assets.nhle.com/mugs/nhl/20202021/WSH/8465009.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
