Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL,Team URL
2024-2025,Klim Kostin,SJS,F,364.0,430.0,263.0,,332.0,423.0,394.0,360.0,331.0,282.0,312.0,20.0,,395.0,Fourth Line,35,373.68333333333,1,2,25,1999-05-05,RUS,RUS,75,215,2017,1,31,31,8480011.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8480011.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2024-2025,Kyle Connor,WPG,F,53.0,322.0,63.0,7.0,144.0,296.0,47.0,9.0,177.0,28.0,186.0,424.0,,14.0,First Line,82,1672.3666666667,41,31,27,1996-12-09,USA,USA,74,179,2015,1,17,17,8478398.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8478398.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2024-2025,Kyle MacLean,NYI,F,413.0,143.0,,,427.0,121.0,402.0,371.0,374.0,103.0,87.0,105.0,167.0,418.0,Fourth Line,81,806.95,4,4,25,1999-04-29,USA,,73,190,-,-,-,-,8481237.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8481237.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2024-2025,Kyle Palmieri,NYI,F,123.0,368.0,111.0,173.0,88.0,375.0,116.0,76.0,252.0,131.0,99.0,289.0,,112.0,First Line,82,1518.3333333333,24,12,33,1991-02-01,USA,USA,71,198,2009,1,26,26,8475151.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8475151.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2024-2025,Landon Slaggert,CHI,F,387.0,423.0,,179.0,397.0,437.0,398.0,407.0,210.0,367.0,432.0,260.0,,407.0,Fourth Line,33,406.15,2,4,22,2002-06-25,USA,,72,180,2020,3,17,79,8482172.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8482172.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2024-2025,Lars Eller,WSH,F,265.0,149.0,,34.0,212.0,93.0,193.0,305.0,308.0,396.0,364.0,275.0,53.0,291.0,Fourth Line,80,1063.3166666667,10,10,35,1989-05-08,DNK,DNK,74,205,2007,1,13,13,8474189.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8474189.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
2024-2025,Lawson Crouse,UTA,F,203.0,171.0,249.0,,187.0,117.0,108.0,122.0,376.0,329.0,295.0,72.0,,228.0,Third Line,81,1112.1,12,3,27,1997-06-23,CAN,CAN,76,215,2015,1,11,11,8478474.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8478474.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg
2024-2025,Leo Carlsson,ANA,F,316.0,321.0,242.0,,277.0,361.0,298.0,238.0,361.0,179.0,34.0,410.0,186.0,178.0,Second Line,76,1234.2666666667,20,11,19,2004-12-26,SWE,,75,194,2023,1,2,2,8484153.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8484153.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2024-2025,Leon Draisaitl,EDM,F,11.0,225.0,2.0,,3.0,99.0,183.0,61.0,11.0,78.0,98.0,394.0,36.0,6.0,First Line,71,1527.7333333333,52,30,28,1995-10-27,DEU,DEU,74,208,2014,1,3,3,8477934.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477934.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2024-2025,Liam O'Brien,UTA,F,349.0,123.0,,,359.0,144.0,135.0,412.0,334.0,230.0,436.0,5.0,,413.0,Fourth Line,28,260.31666666667,0,1,30,1994-07-29,CAN,CAN,73,213,-,-,-,-,8477070.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8477070.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg
2024-2025,Logan Cooley,UTA,F,152.0,393.0,168.0,100.0,231.0,322.0,190.0,84.0,182.0,115.0,155.0,299.0,179.0,111.0,Second Line,75,1339.6,25,20,20,2004-05-04,USA,USA,70,174,-,-,-,-,8483431.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8483431.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg
2024-2025,Logan O'Connor,COL,F,317.0,11.0,,24.0,262.0,17.0,328.0,253.0,356.0,400.0,132.0,225.0,,295.0,Third Line,80,1129.8833333333,10,5,28,1996-08-14,USA,USA,72,175,-,-,-,-,8481186.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8481186.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2024-2025,Logan Stankoven,CAR,F,116.0,324.0,155.0,,112.0,306.0,26.0,212.0,179.0,203.0,3.0,334.0,,169.0,Third Line,78,1177.1166666667,14,11,21,2003-02-26,CAN,CAN,67,170,2021,2,15,47,8482702.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482702.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2024-2025,Lucas Raymond,DET,F,147.0,287.0,59.0,,211.0,239.0,174.0,111.0,91.0,311.0,8.0,344.0,,71.0,First Line,82,1540.2333333333,27,28,22,2002-03-28,SWE,SWE,71,176,2020,1,4,4,8482078.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8482078.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2024-2025,Lukas Reichel,CHI,F,379.0,420.0,272.0,,400.0,431.0,370.0,358.0,325.0,175.0,318.0,387.0,172.0,360.0,Fourth Line,70,833.78333333333,8,8,22,2002-05-17,DEU,DEU,72,170,2020,1,17,17,8482117.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8482117.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2024-2025,Luke Evangelista,NSH,F,118.0,188.0,235.0,,85.0,100.0,71.0,306.0,121.0,83.0,45.0,385.0,,210.0,Third Line,68,943.26666666667,10,10,22,2002-02-21,CAN,CAN,72,183,2020,2,11,42,8482146.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482146.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2024-2025,Luke Glendening,TBL,F,430.0,42.0,,43.0,418.0,169.0,423.0,402.0,430.0,432.0,298.0,101.0,1.0,415.0,Fourth Line,77,830.43333333333,4,3,35,1989-04-28,USA,USA,71,190,-,-,-,-,8476822.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476822.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2024-2025,Luke Kunin,CBJ,F,357.0,380.0,,128.0,379.0,434.0,228.0,241.0,364.0,333.0,382.0,64.0,112.0,277.0,Third Line,75,1101.7833333333,11,4,26,1997-12-04,USA,USA,72,197,2016,1,15,15,8479316.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479316.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2024-2025,Mackie Samoskevich,FLA,F,211.0,194.0,74.0,,143.0,75.0,214.0,175.0,289.0,53.0,78.0,115.0,,227.0,Fourth Line,72,959.2,15,10,21,2002-11-15,USA,USA,71,191,2021,1,24,24,8482713.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8482713.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2024-2025,Macklin Celebrini,SJS,F,120.0,433.0,105.0,,287.0,405.0,58.0,106.0,123.0,309.0,95.0,389.0,148.0,35.0,First Line,70,1385.1666666667,25,18,18,2006-06-13,CAN,,72,190,2024,1,1,1,8484801.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8484801.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2024-2025,Marat Khusnutdinov,BOS,F,437.0,341.0,,55.0,438.0,275.0,439.0,411.0,432.0,327.0,419.0,263.0,139.0,423.0,Fourth Line,75,906.38333333333,5,4,22,2002-07-17,RUS,,71,176,2020,2,6,37,8482177.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8482177.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2024-2025,Marc Gatcomb,NYI,F,343.0,60.0,,,429.0,213.0,249.0,18.0,419.0,59.0,335.0,6.0,,365.0,Fourth Line,39,381.7,8,0,25,1999-07-22,USA,,74,195,-,-,-,-,8483553.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8483553.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2024-2025,Marco Kasper,DET,F,277.0,308.0,209.0,,264.0,247.0,220.0,151.0,378.0,193.0,291.0,119.0,159.0,195.0,Third Line,77,1189.7166666667,19,7,20,2004-04-08,AUT,AUT,73,183,2022,1,8,8,8483464.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8483464.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2024-2025,Marco Rossi,MIN,F,235.0,138.0,114.0,,219.0,130.0,351.0,152.0,213.0,141.0,60.0,346.0,158.0,144.0,First Line,82,1496.15,24,22,22,2001-09-23,AUT,AUT,69,182,2020,1,9,9,8482079.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482079.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2024-2025,Marcus Foligno,MIN,F,311.0,26.0,,52.0,295.0,13.0,389.0,254.0,286.0,353.0,300.0,29.0,,285.0,Third Line,77,1115.1166666667,14,9,33,1991-08-10,USA,CAN,75,226,2009,4,13,104,8475220.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475220.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2024-2025,Marcus Johansson,MIN,F,298.0,192.0,226.0,,252.0,112.0,306.0,363.0,219.0,287.0,135.0,352.0,,232.0,Second Line,72,1179.6,11,16,33,1990-10-06,SWE,SWE,73,203,2009,1,24,24,8475149.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475149.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2024-2025,Mark Jankowski,CAR,F,141.0,23.0,,18.0,54.0,9.0,209.0,49.0,384.0,184.0,391.0,341.0,70.0,299.0,Fourth Line,60,754.08333333333,12,4,29,1994-09-13,CAN,CAN,76,212,2012,1,21,21,8476873.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8476873.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2024-2025,Mark Kastelic,BOS,F,344.0,43.0,,,405.0,146.0,169.0,277.0,253.0,430.0,413.0,11.0,39.0,382.0,Fourth Line,61,654.9,5,6,25,1999-03-11,USA,,75,233,2019,5,1,125,8480355.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480355.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2024-2025,Mark Scheifele,WPG,F,126.0,331.0,61.0,,105.0,318.0,333.0,119.0,54.0,47.0,77.0,301.0,121.0,40.0,First Line,82,1676.0666666667,39,32,31,1993-03-15,CAN,CAN,75,198,2011,1,7,7,8476460.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8476460.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2024-2025,Mark Stone,VGK,F,82.0,134.0,47.0,103.0,49.0,181.0,196.0,142.0,55.0,87.0,113.0,374.0,,55.0,First Line,66,1270.7833333333,19,34,32,1992-05-13,CAN,CAN,75,217,2010,6,28,178,8475913.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8475913.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2024-2025,Martin Necas,COL,F,42.0,319.0,73.0,,16.0,131.0,70.0,193.0,34.0,50.0,46.0,276.0,,49.0,First Line,79,1500.8833333333,27,32,25,1999-01-15,CZE,CZE,74,189,2017,1,12,12,8480039.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8480039.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2024-2025,Martin Pospisil,CGY,F,231.0,294.0,241.0,,113.0,236.0,156.0,389.0,178.0,38.0,368.0,17.0,,308.0,Third Line,81,1118.45,4,13,24,1999-11-19,SVK,SVK,74,173,2018,4,12,105,8481028.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8481028.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2024-2025,Mason Appleton,WPG,F,261.0,236.0,,29.0,147.0,198.0,236.0,344.0,297.0,411.0,180.0,221.0,,278.0,Third Line,71,1053.0166666667,10,8,28,1996-01-15,USA,USA,75,197,2015,6,17,168,8478891.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8478891.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2024-2025,Mason Marchment,DAL,F,52.0,334.0,69.0,,91.0,290.0,103.0,70.0,38.0,154.0,326.0,185.0,,109.0,Third Line,62,951.06666666667,22,18,29,1995-06-18,CAN,,76,210,-,-,-,-,8478975.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478975.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2024-2025,Mason McTavish,ANA,F,145.0,412.0,191.0,,224.0,424.0,142.0,117.0,112.0,206.0,209.0,239.0,86.0,108.0,Second Line,76,1282.55,22,12,21,2003-01-30,CHE,CHE,72,213,2021,1,3,3,8482745.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8482745.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2024-2025,Mathew Barzal,NYI,F,27.0,99.0,152.0,,7.0,66.0,106.0,322.0,9.0,134.0,70.0,356.0,,70.0,First Line,30,610.48333333333,6,11,27,1997-05-26,CAN,CAN,73,190,2015,1,16,16,8478445.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8478445.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2024-2025,Mathieu Joseph,STL,F,308.0,31.0,,4.0,337.0,83.0,241.0,404.0,156.0,332.0,160.0,100.0,,304.0,Fourth Line,60,714.45,4,6,27,1997-02-09,CAN,CAN,73,187,2015,4,29,120,8478472.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8478472.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2024-2025,Mathieu Olivier,CBJ,F,301.0,162.0,,35.0,305.0,364.0,292.0,181.0,304.0,354.0,429.0,19.0,,274.0,Third Line,82,1185.65,18,6,27,1997-02-11,USA,USA,73,217,-,-,-,-,8479671.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479671.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2024-2025,Matias Maccelli,UTA,F,178.0,330.0,208.0,,135.0,105.0,218.0,203.0,197.0,210.0,142.0,429.0,,239.0,Third Line,55,755.06666666667,8,7,23,2000-10-14,FIN,FIN,71,176,2019,4,5,98,8481711.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8481711.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg
2024-2025,Matias Maccelli,UTA,F,178.0,330.0,208.0,,135.0,105.0,218.0,203.0,197.0,210.0,142.0,429.0,,239.0,Third Line,55,755.06666666667,8,7,23,2000-10-14,FIN,FIN,71,176,2019,4,5,98,8481711.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8481711.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg
2024-2025,Mats Zuccarello,MIN,F,195.0,147.0,64.0,,200.0,173.0,263.0,296.0,102.0,71.0,48.0,392.0,,79.0,First Line,69,1356.2833333333,19,22,37,1987-09-01,NOR,NOR,68,181,-,-,-,-,8475692.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475692.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2024-2025,Matt Boldy,MIN,F,65.0,80.0,39.0,,142.0,82.0,36.0,99.0,90.0,196.0,385.0,357.0,,28.0,First Line,82,1663.6333333333,27,23,23,2001-04-05,USA,USA,74,201,2019,1,12,12,8481557.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8481557.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2024-2025,Matt Coronato,CGY,F,199.0,291.0,203.0,,217.0,319.0,86.0,260.0,223.0,380.0,122.0,406.0,,182.0,Second Line,77,1353.6333333333,24,14,21,2002-11-14,USA,USA,70,183,2021,1,13,13,8482679.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8482679.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2024-2025,Matt Duchene,DAL,F,68.0,401.0,44.0,,42.0,349.0,206.0,77.0,57.0,144.0,184.0,409.0,48.0,81.0,Second Line,82,1405.7166666667,30,26,33,1991-01-16,CAN,CAN,71,195,2009,1,3,3,8475168.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475168.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2024-2025,Matt Martin,NYI,F,424.0,85.0,,,435.0,160.0,395.0,428.0,362.0,266.0,212.0,16.0,,428.0,Fringe,32,273.56666666667,0,2,35,1989-05-08,CAN,CAN,75,220,2008,5,27,148,8474709.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8474709.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2024-2025,Matt Nieto,PIT,F,436.0,335.0,,93.0,436.0,197.0,379.0,431.0,437.0,438.0,354.0,163.0,,417.0,Fourth Line,32,392.0,1,1,31,1992-11-05,USA,USA,71,187,2011,2,17,47,8476442.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8476442.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2024-2025,Matt Rempe,NYR,F,388.0,384.0,,,381.0,419.0,382.0,330.0,343.0,366.0,437.0,13.0,,424.0,Fringe,42,357.31666666667,3,2,22,2002-06-29,CAN,CAN,80,240,2020,6,10,165,8482460.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8482460.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2024-2025,Matthew Highmore,OTT,F,419.0,290.0,,177.0,422.0,229.0,407.0,432.0,235.0,152.0,21.0,153.0,,425.0,Fourth Line,41,457.76666666667,2,3,28,1996-02-27,CAN,CAN,71,188,-,-,-,-,8478146.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478146.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2024-2025,Matthew Knies,TOR,F,150.0,267.0,85.0,140.0,138.0,256.0,235.0,34.0,307.0,171.0,272.0,94.0,,150.0,First Line,78,1444.1666666667,29,17,21,2002-10-17,USA,USA,74,210,2021,2,25,57,8482720.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8482720.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2024-2025,Matthew Poitras,BOS,F,303.0,170.0,273.0,,199.0,111.0,411.0,400.0,140.0,58.0,4.0,379.0,154.0,345.0,Fourth Line,33,431.9,1,7,20,2004-03-10,CAN,CAN,71,176,2022,2,22,54,,,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2024-2025,Matthew Tkachuk,FLA,F,7.0,277.0,5.0,,5.0,81.0,55.0,130.0,4.0,64.0,51.0,150.0,,16.0,First Line,52,948.03333333333,22,23,26,1997-12-11,USA,USA,74,201,2016,1,6,6,8479314.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8479314.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2024-2025,Mattias Janmark,EDM,F,407.0,98.0,,48.0,331.0,46.0,427.0,429.0,379.0,328.0,284.0,294.0,,402.0,Fourth Line,80,1063.7833333333,2,11,31,1992-12-08,SWE,SWE,73,205,2013,3,18,79,8477406.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477406.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2024-2025,Matty Beniers,SEA,F,272.0,76.0,240.0,,241.0,159.0,293.0,270.0,267.0,216.0,27.0,350.0,146.0,153.0,First Line,82,1532.4,20,14,21,2002-11-05,USA,USA,74,178,2021,1,2,2,8482665.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8482665.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2024-2025,Matvei Michkov,PHI,F,87.0,436.0,158.0,,213.0,391.0,110.0,105.0,40.0,18.0,234.0,405.0,,101.0,Second Line,80,1334.75,26,22,19,2004-12-09,RUS,,70,172,2023,1,7,7,8484387.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8484387.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2024-2025,Mavrik Bourque,DAL,F,333.0,197.0,,,285.0,167.0,377.0,248.0,344.0,315.0,22.0,330.0,124.0,330.0,Fourth Line,73,925.93333333333,11,7,22,2002-01-08,CAN,CAN,70,185,2020,1,30,30,8482145.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482145.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2024-2025,Max Domi,TOR,F,163.0,381.0,201.0,,193.0,304.0,291.0,353.0,19.0,80.0,435.0,325.0,94.0,229.0,Third Line,74,1048.6666666667,8,19,29,1995-03-02,CAN,CAN,70,194,2013,1,12,12,8477503.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8477503.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2024-2025,Max Jones,EDM,F,395.0,278.0,,,420.0,276.0,324.0,385.0,336.0,283.0,430.0,32.0,,412.0,Fourth Line,26,243.9,1,1,26,1998-02-17,USA,USA,75,216,2016,1,24,24,8479368.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479368.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2024-2025,Max Pacioretty,TOR,F,176.0,389.0,121.0,,196.0,381.0,89.0,309.0,144.0,145.0,411.0,74.0,,237.0,Fourth Line,37,499.41666666667,5,4,35,1988-11-20,USA,USA,74,217,2007,1,22,22,8474157.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8474157.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2024-2025,Max Sasson,VAN,F,312.0,115.0,,,404.0,161.0,313.0,295.0,150.0,142.0,90.0,287.0,150.0,387.0,Fourth Line,29,299.6,3,4,23,2000-09-05,USA,,73,181,-,-,-,-,,,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2024-2025,Maxim Tsyplakov,NYI,F,222.0,363.0,268.0,,208.0,243.0,250.0,329.0,87.0,201.0,405.0,141.0,,261.0,Third Line,77,1152.4666666667,10,14,25,1998-09-19,RUS,,75,210,-,-,-,-,8484958.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8484958.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2024-2025,Michael Amadio,OTT,F,249.0,62.0,,,249.0,133.0,295.0,246.0,183.0,350.0,102.0,195.0,,269.0,Third Line,72,1014.9,11,13,28,1996-05-13,CAN,CAN,73,204,2014,3,30,90,8478020.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8478020.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2024-2025,Michael Bunting,NSH,F,134.0,336.0,32.0,,78.0,224.0,144.0,273.0,79.0,51.0,157.0,264.0,,152.0,Second Line,76,1180.3166666667,19,12,28,1995-09-17,CAN,CAN,72,192,2014,4,27,117,8478047.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8478047.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2024-2025,Michael Carcone,UTA,F,144.0,418.0,,,156.0,371.0,87.0,56.0,319.0,215.0,331.0,226.0,,297.0,Fourth Line,53,605.95,7,3,28,1996-05-19,CAN,CAN,69,170,-,-,-,-,8479619.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8479619.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg
2024-2025,Michael Eyssimont,SEA,F,139.0,75.0,,,242.0,50.0,8.0,162.0,243.0,275.0,357.0,113.0,,301.0,Fourth Line,77,817.26666666667,9,3,27,1996-09-09,USA,USA,72,180,2016,5,21,142,8479591.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8479591.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2024-2025,Michael McCarron,NSH,F,331.0,101.0,,25.0,307.0,287.0,234.0,310.0,360.0,429.0,386.0,67.0,29.0,337.0,Third Line,74,1018.1,5,4,29,1995-03-07,USA,USA,78,232,2013,1,25,25,8477446.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477446.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2024-2025,Michael Pezzetta,MTL,F,398.0,92.0,,,352.0,39.0,252.0,422.0,404.0,316.0,439.0,1.0,,434.0,Fringe,25,148.35,0,0,26,1998-03-13,CAN,CAN,73,210,2016,6,9,160,8479543.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8479543.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2024-2025,Michael Rasmussen,DET,F,334.0,145.0,192.0,138.0,354.0,254.0,273.0,279.0,339.0,334.0,213.0,103.0,,256.0,Fourth Line,77,1032.6833333333,11,7,25,1999-04-17,CAN,CAN,78,211,2017,1,9,9,8479992.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8479992.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2024-2025,Mika Zibanejad,NYR,F,161.0,326.0,8.0,50.0,151.0,291.0,213.0,268.0,63.0,248.0,103.0,336.0,60.0,67.0,First Line,82,1538.5166666667,20,31,31,1993-04-18,SWE,SWE,74,202,2011,1,6,6,8476459.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8476459.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2024-2025,Mikael Backlund,CGY,F,131.0,159.0,193.0,167.0,69.0,157.0,57.0,205.0,192.0,426.0,381.0,324.0,82.0,145.0,First Line,76,1424.0,15,12,35,1989-03-17,SWE,SWE,72,206,2007,1,24,24,8474150.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8474150.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2024-2025,Mikael Granlund,DAL,F,233.0,428.0,136.0,149.0,223.0,433.0,330.0,321.0,78.0,284.0,269.0,310.0,120.0,94.0,First Line,83,1614.3333333333,22,31,32,1992-02-26,FIN,FIN,70,185,2010,1,9,9,8475798.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475798.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2024-2025,Mikael Pyyhtia,CBJ,F,433.0,352.0,,40.0,430.0,417.0,434.0,417.0,385.0,272.0,378.0,335.0,,405.0,Fourth Line,47,568.68333333333,4,3,22,2001-12-17,FIN,FIN,72,166,2020,4,21,114,,,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2024-2025,Mikko Rantanen,DAL,F,44.0,219.0,77.0,,12.0,235.0,128.0,125.0,50.0,14.0,278.0,368.0,78.0,13.0,First Line,82,1742.4333333333,32,34,27,1996-10-29,FIN,FIN,76,215,2015,1,10,10,8478420.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478420.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2024-2025,Miles Wood,COL,F,130.0,357.0,,,163.0,344.0,20.0,223.0,196.0,373.0,424.0,135.0,,288.0,Fourth Line,37,420.13333333333,4,1,28,1995-09-13,USA,USA,74,195,2013,4,9,100,8477425.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477425.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2024-2025,Mitch Marner,TOR,F,47.0,224.0,11.0,150.0,35.0,151.0,239.0,139.0,13.0,143.0,139.0,339.0,,22.0,First Line,81,1726.55,27,47,27,1997-05-05,CAN,CAN,72,181,2015,1,4,4,8478483.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8478483.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
