Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL,Team URL
2022-2023,Joel Eriksson Ek,MIN,F,80.0,23.0,74.0,44.0,216.0,23.0,72.0,66.0,379.0,139.0,156.0,163.0,95.0,79.0,First Line,78,1481.5833333333,23,22,25,1997-01-29,SWE,SWE,75,207,2015,1,20,20,8478493.0,https://assets.nhle.com/mugs/nhl/20222023/MIN/8478493.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2022-2023,Joel Farabee,PHI,F,220.0,379.0,175.0,46.0,277.0,377.0,258.0,229.0,109.0,273.0,120.0,258.0,,180.0,Second Line,82,1394.8833333333,15,10,22,2000-02-25,USA,USA,72,183,2018,1,14,14,8480797.0,https://assets.nhle.com/mugs/nhl/20222023/PHI/8480797.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2022-2023,Joel Kiviranta,DAL,F,403.0,35.0,,162.0,331.0,28.0,306.0,359.0,296.0,436.0,358.0,79.0,,419.0,Fourth Line,70,850.8,8,0,26,1996-03-23,FIN,FIN,71,185,-,-,-,-,8481641.0,https://assets.nhle.com/mugs/nhl/20222023/DAL/8481641.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2022-2023,Joey Anderson,CHI,F,298.0,49.0,,,271.0,36.0,361.0,321.0,365.0,369.0,5.0,204.0,,408.0,Fourth Line,38,444.5,6,3,24,1998-06-19,USA,USA,72,207,2016,3,12,73,8479315.0,https://assets.nhle.com/mugs/nhl/20222023/CHI/8479315.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2022-2023,Joey Anderson,TOR,F,298.0,49.0,,,271.0,36.0,361.0,321.0,365.0,369.0,5.0,204.0,,408.0,Fourth Line,38,444.5,6,3,24,1998-06-19,USA,USA,72,207,2016,3,12,73,8479315.0,https://assets.nhle.com/mugs/nhl/20222023/TOR/8479315.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2022-2023,John Tavares,TOR,F,60.0,221.0,2.0,,69.0,200.0,21.0,9.0,70.0,29.0,318.0,220.0,3.0,26.0,Second Line,80,1412.5166666667,36,27,31,1990-09-20,CAN,CAN,73,216,2009,1,1,1,8475166.0,https://assets.nhle.com/mugs/nhl/20222023/TOR/8475166.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2022-2023,Johnny Gaudreau,CBJ,F,37.0,387.0,27.0,,78.0,292.0,88.0,89.0,166.0,7.0,31.0,457.0,,36.0,First Line,80,1553.45,21,30,29,1993-08-13,USA,USA,69,165,2011,4,13,104,8476346.0,https://assets.nhle.com/mugs/nhl/20222023/CBJ/8476346.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2022-2023,Jonah Gadjovich,SJS,F,379.0,420.0,,,323.0,350.0,339.0,366.0,252.0,412.0,380.0,10.0,,456.0,Fringe,35,314.7,3,1,23,1998-10-12,CAN,CAN,74,209,2017,2,24,55,8479981.0,https://assets.nhle.com/mugs/nhl/20222023/SJS/8479981.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2022-2023,Jonatan Berggren,DET,F,392.0,271.0,201.0,,393.0,229.0,301.0,223.0,186.0,290.0,384.0,425.0,,267.0,Fourth Line,67,901.8,15,9,22,2000-07-16,SWE,SWE,71,197,2018,2,2,33,8481013.0,https://assets.nhle.com/mugs/nhl/20222023/DET/8481013.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2022-2023,Jonathan Drouin,MTL,F,246.0,440.0,161.0,,287.0,436.0,365.0,446.0,161.0,97.0,359.0,330.0,195.0,235.0,Third Line,58,864.66666666667,2,14,27,1995-03-28,CAN,CAN,71,198,2013,1,3,3,8477494.0,https://assets.nhle.com/mugs/nhl/20222023/MTL/8477494.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2022-2023,Jonathan Huberdeau,CGY,F,70.0,229.0,54.0,196.0,56.0,110.0,232.0,166.0,21.0,10.0,101.0,272.0,,67.0,Second Line,79,1332.2666666667,15,23,29,1993-06-04,CAN,CAN,73,200,2011,1,3,3,8476456.0,https://assets.nhle.com/mugs/nhl/20222023/CGY/8476456.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2022-2023,Jonathan Marchessault,VGK,F,46.0,230.0,30.0,,108.0,188.0,18.0,42.0,177.0,62.0,340.0,286.0,,60.0,Second Line,76,1302.6666666667,28,16,31,1990-12-27,CAN,CAN,69,183,-,-,-,-,8476539.0,https://assets.nhle.com/mugs/nhl/20222023/VGK/8476539.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2022-2023,Jonathan Toews,CHI,F,348.0,433.0,190.0,190.0,340.0,435.0,367.0,294.0,356.0,202.0,406.0,436.0,125.0,195.0,Second Line,53,938.66666666667,15,12,34,1988-04-29,CAN,CAN,74,201,2006,1,3,3,8473604.0,https://assets.nhle.com/mugs/nhl/20222023/CHI/8473604.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2022-2023,Jordan Eberle,SEA,F,112.0,111.0,146.0,,161.0,120.0,170.0,173.0,57.0,83.0,322.0,377.0,,127.0,Second Line,82,1368.1166666667,20,32,32,1990-05-15,CAN,CAN,71,190,2008,1,22,22,8474586.0,https://assets.nhle.com/mugs/nhl/20222023/SEA/8474586.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2022-2023,Jordan Greenway,BUF,F,310.0,112.0,,151.0,345.0,102.0,227.0,323.0,328.0,334.0,418.0,84.0,,286.0,Third Line,62,837.3,6,2,25,1997-02-16,USA,USA,78,231,2015,2,20,50,8478413.0,https://assets.nhle.com/mugs/nhl/20222023/BUF/8478413.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2022-2023,Jordan Greenway,MIN,F,310.0,112.0,,151.0,345.0,102.0,227.0,323.0,328.0,334.0,418.0,84.0,,286.0,Third Line,62,837.3,6,2,25,1997-02-16,USA,USA,78,231,2015,2,20,50,8478413.0,https://assets.nhle.com/mugs/nhl/20222023/MIN/8478413.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2022-2023,Jordan Kyrou,STL,F,61.0,418.0,63.0,,295.0,413.0,38.0,54.0,163.0,27.0,69.0,453.0,,50.0,First Line,79,1422.2833333333,37,24,24,1998-05-05,CAN,CAN,73,196,2016,2,5,35,8479385.0,https://assets.nhle.com/mugs/nhl/20222023/STL/8479385.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2022-2023,Jordan Martinook,CAR,F,89.0,24.0,,135.0,85.0,8.0,184.0,269.0,89.0,167.0,419.0,140.0,209.0,299.0,Second Line,82,1281.8833333333,13,15,30,1992-07-25,CAN,CAN,72,196,2012,2,28,58,8476921.0,https://assets.nhle.com/mugs/nhl/20222023/CAR/8476921.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2022-2023,Jordan Staal,CAR,F,199.0,26.0,290.0,25.0,67.0,6.0,312.0,196.0,194.0,357.0,291.0,93.0,5.0,209.0,Second Line,81,1317.7166666667,17,7,33,1988-09-10,CAN,CAN,76,220,2006,1,2,2,8473533.0,https://assets.nhle.com/mugs/nhl/20222023/CAR/8473533.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2022-2023,Josh Anderson,MTL,F,211.0,414.0,168.0,172.0,280.0,437.0,122.0,92.0,232.0,362.0,360.0,97.0,,149.0,Second Line,69,1170.2333333333,21,7,28,1994-05-07,CAN,CAN,75,218,2012,4,4,95,8476981.0,https://assets.nhle.com/mugs/nhl/20222023/MTL/8476981.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2022-2023,Josh Archibald,PIT,F,386.0,44.0,,94.0,365.0,39.0,334.0,334.0,429.0,415.0,180.0,11.0,,382.0,Fourth Line,62,618.56666666667,6,2,29,1992-10-06,CAN,CAN,70,176,2011,6,23,174,8476326.0,https://assets.nhle.com/mugs/nhl/20222023/PIT/8476326.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2022-2023,Josh Bailey,NYI,F,311.0,438.0,100.0,34.0,219.0,415.0,435.0,409.0,110.0,152.0,244.0,448.0,,256.0,Third Line,64,968.5,8,12,32,1989-10-02,CAN,CAN,73,200,2008,1,9,9,8474573.0,https://assets.nhle.com/mugs/nhl/20222023/NYI/8474573.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2022-2023,Josh Leivo,STL,F,158.0,36.0,,,256.0,19.0,134.0,267.0,319.0,226.0,272.0,178.0,,361.0,Fourth Line,51,606.45,4,9,29,1993-05-26,CAN,CAN,74,192,2011,3,25,86,8476410.0,https://assets.nhle.com/mugs/nhl/20222023/STL/8476410.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2022-2023,Jujhar Khaira,CHI,F,438.0,56.0,,133.0,433.0,70.0,405.0,410.0,411.0,429.0,397.0,34.0,82.0,373.0,Third Line,51,707.81666666667,6,4,28,1994-08-13,CAN,CAN,76,212,2012,3,2,63,8476915.0,https://assets.nhle.com/mugs/nhl/20222023/CHI/8476915.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2022-2023,Julien Gauthier,OTT,F,285.0,344.0,,,372.0,362.0,196.0,227.0,171.0,332.0,7.0,42.0,,413.0,Fringe,57,492.16666666667,9,3,24,1997-10-15,CAN,CAN,76,224,2016,1,21,21,8479328.0,https://assets.nhle.com/mugs/nhl/20222023/OTT/8479328.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2022-2023,Julien Gauthier,NYR,F,285.0,344.0,,,372.0,362.0,196.0,227.0,171.0,332.0,7.0,42.0,,413.0,Fringe,57,492.16666666667,9,3,24,1997-10-15,CAN,CAN,76,224,2016,1,21,21,8479328.0,https://assets.nhle.com/mugs/nhl/20222023/NYR/8479328.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2022-2023,Juraj Slafkovsky,MTL,F,437.0,350.0,,,400.0,432.0,396.0,430.0,250.0,411.0,447.0,131.0,,381.0,Fourth Line,39,476.4,4,2,18,2004-03-30,SVK,SVK,75,238,2022,1,1,1,,,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2022-2023,Juuso Parssinen,NSH,F,284.0,335.0,205.0,,133.0,395.0,432.0,363.0,326.0,193.0,148.0,126.0,158.0,262.0,Third Line,45,645.0,6,9,21,2001-02-01,FIN,FIN,75,212,2019,7,24,210,8481704.0,https://assets.nhle.com/mugs/nhl/20222023/NSH/8481704.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2022-2023,Kaapo Kakko,NYR,F,256.0,145.0,240.0,,159.0,116.0,321.0,253.0,175.0,236.0,136.0,435.0,,255.0,Third Line,82,1255.1666666667,18,14,21,2001-02-13,FIN,FIN,74,206,2019,1,2,2,8481554.0,https://assets.nhle.com/mugs/nhl/20222023/NYR/8481554.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2022-2023,Kailer Yamamoto,EDM,F,305.0,203.0,279.0,116.0,130.0,245.0,380.0,228.0,222.0,331.0,132.0,192.0,,232.0,Second Line,58,961.53333333333,10,7,23,1998-09-29,USA,USA,68,153,2017,1,22,22,8479977.0,https://assets.nhle.com/mugs/nhl/20222023/EDM/8479977.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2022-2023,Karson Kuhlman,SEA,F,352.0,113.0,,,264.0,99.0,240.0,399.0,251.0,444.0,79.0,141.0,,416.0,Fourth Line,47,556.65,3,1,26,1995-09-26,USA,USA,70,184,-,-,-,-,8480901.0,https://assets.nhle.com/mugs/nhl/20222023/SEA/8480901.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2022-2023,Karson Kuhlman,WPG,F,352.0,113.0,,,264.0,99.0,240.0,399.0,251.0,444.0,79.0,141.0,,416.0,Fourth Line,47,556.65,3,1,26,1995-09-26,USA,USA,70,184,-,-,-,-,8480901.0,https://assets.nhle.com/mugs/nhl/20222023/WPG/8480901.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2022-2023,Kasperi Kapanen,PIT,F,175.0,328.0,158.0,,292.0,302.0,214.0,263.0,268.0,129.0,242.0,149.0,,214.0,Third Line,66,903.15,15,14,26,1996-07-23,FIN,FIN,73,194,2014,1,22,22,8477953.0,https://assets.nhle.com/mugs/nhl/20222023/PIT/8477953.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2022-2023,Kasperi Kapanen,STL,F,175.0,328.0,158.0,,292.0,302.0,214.0,263.0,268.0,129.0,242.0,149.0,,214.0,Third Line,66,903.15,15,14,26,1996-07-23,FIN,FIN,73,194,2014,1,22,22,8477953.0,https://assets.nhle.com/mugs/nhl/20222023/STL/8477953.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2022-2023,Keegan Kolesar,VGK,F,266.0,153.0,,,225.0,176.0,400.0,371.0,316.0,201.0,268.0,9.0,210.0,384.0,Fourth Line,74,849.06666666667,8,10,25,1997-04-08,CAN,CAN,74,217,2015,3,8,69,8478434.0,https://assets.nhle.com/mugs/nhl/20222023/VGK/8478434.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2022-2023,Kent Johnson,CBJ,F,351.0,430.0,202.0,,391.0,423.0,291.0,291.0,40.0,131.0,232.0,445.0,,227.0,Third Line,79,1146.8,16,17,19,2002-10-18,CAN,CAN,72,175,2021,1,5,5,8482660.0,https://assets.nhle.com/mugs/nhl/20222023/CBJ/8482660.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2022-2023,Kevin Fiala,LAK,F,21.0,315.0,36.0,198.0,77.0,177.0,30.0,40.0,138.0,9.0,246.0,332.0,,38.0,Second Line,69,1214.0666666667,23,33,26,1996-07-22,CHE,CHE,70,204,2014,1,11,11,8477942.0,https://assets.nhle.com/mugs/nhl/20222023/LAK/8477942.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2022-2023,Kevin Hayes,PHI,F,92.0,398.0,153.0,213.0,238.0,383.0,100.0,246.0,167.0,59.0,193.0,331.0,103.0,120.0,Second Line,81,1422.8166666667,18,26,30,1992-05-08,USA,USA,77,216,2010,1,24,24,8475763.0,https://assets.nhle.com/mugs/nhl/20222023/PHI/8475763.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2022-2023,Kevin Labanc,SJS,F,165.0,270.0,236.0,,120.0,169.0,158.0,259.0,290.0,180.0,395.0,188.0,,253.0,Third Line,72,1031.4833333333,15,13,26,1995-12-12,USA,USA,71,185,2014,6,21,171,8478099.0,https://assets.nhle.com/mugs/nhl/20222023/SJS/8478099.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2022-2023,Kevin Stenlund,WPG,F,360.0,64.0,,176.0,404.0,80.0,318.0,301.0,393.0,375.0,276.0,320.0,131.0,378.0,Fourth Line,54,628.83333333333,6,1,25,1996-09-20,SWE,SWE,77,215,2015,2,28,58,8478831.0,https://assets.nhle.com/mugs/nhl/20222023/WPG/8478831.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2022-2023,Kiefer Sherwood,NSH,F,184.0,8.0,,,171.0,12.0,166.0,281.0,189.0,297.0,363.0,22.0,,333.0,Third Line,32,434.93333333333,7,3,27,1995-03-31,USA,USA,72,194,-,-,-,-,8480748.0,https://assets.nhle.com/mugs/nhl/20222023/NSH/8480748.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2022-2023,Kieffer Bellows,PHI,F,345.0,309.0,,,383.0,291.0,156.0,297.0,90.0,396.0,141.0,48.0,,362.0,Fourth Line,28,271.33333333333,3,0,24,1998-06-10,USA,USA,73,195,2016,1,19,19,8479356.0,https://assets.nhle.com/mugs/nhl/20222023/PHI/8479356.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2022-2023,Kieffer Bellows,NYI,F,345.0,309.0,,,383.0,291.0,156.0,297.0,90.0,396.0,141.0,48.0,,362.0,Fourth Line,28,271.33333333333,3,0,24,1998-06-10,USA,USA,73,195,2016,1,19,19,8479356.0,https://assets.nhle.com/mugs/nhl/20222023/NYI/8479356.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2022-2023,Kirby Dach,MTL,F,349.0,225.0,172.0,195.0,355.0,343.0,362.0,326.0,157.0,208.0,289.0,329.0,122.0,182.0,First Line,58,1072.75,14,15,21,2001-01-21,CAN,CAN,76,212,2019,1,3,3,8481523.0,https://assets.nhle.com/mugs/nhl/20222023/MTL/8481523.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2022-2023,Kirill Kaprizov,MIN,F,59.0,85.0,18.0,,151.0,37.0,19.0,7.0,13.0,22.0,15.0,321.0,,9.0,First Line,67,1414.55,40,26,25,1997-04-26,RUS,RUS,70,202,2015,5,14,135,8478864.0,https://assets.nhle.com/mugs/nhl/20222023/MIN/8478864.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2022-2023,Kirill Marchenko,CBJ,F,322.0,345.0,199.0,,308.0,429.0,146.0,68.0,207.0,405.0,184.0,375.0,,171.0,Second Line,59,955.16666666667,21,4,22,2000-07-21,RUS,RUS,75,197,2018,2,18,49,8480893.0,https://assets.nhle.com/mugs/nhl/20222023/CBJ/8480893.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2022-2023,Klim Kostin,EDM,F,350.0,312.0,,,332.0,238.0,376.0,276.0,233.0,323.0,161.0,18.0,,406.0,Fourth Line,57,573.38333333333,11,7,23,1999-05-05,RUS,RUS,75,215,2017,1,31,31,8480011.0,https://assets.nhle.com/mugs/nhl/20222023/EDM/8480011.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2022-2023,Kyle Connor,WPG,F,94.0,390.0,21.0,197.0,111.0,374.0,36.0,39.0,41.0,57.0,231.0,426.0,,16.0,First Line,82,1683.4,31,31,25,1996-12-09,USA,USA,74,179,2015,1,17,17,8478398.0,https://assets.nhle.com/mugs/nhl/20222023/WPG/8478398.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2022-2023,Kyle Okposo,BUF,F,251.0,181.0,281.0,129.0,364.0,122.0,157.0,262.0,350.0,288.0,261.0,242.0,186.0,206.0,Third Line,75,1100.0666666667,11,8,34,1988-04-16,USA,USA,72,218,2006,1,7,7,8473449.0,https://assets.nhle.com/mugs/nhl/20222023/BUF/8473449.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2022-2023,Kyle Palmieri,NYI,F,138.0,382.0,128.0,,116.0,336.0,120.0,132.0,130.0,224.0,212.0,194.0,,163.0,Second Line,55,940.41666666667,16,12,31,1991-02-01,USA,USA,71,198,2009,1,26,26,8475151.0,https://assets.nhle.com/mugs/nhl/20222023/NYI/8475151.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2022-2023,Lane Pederson,CBJ,F,396.0,431.0,,,266.0,431.0,408.0,431.0,137.0,393.0,420.0,39.0,76.0,442.0,Fourth Line,27,322.01666666667,3,3,25,1997-08-04,CAN,CAN,72,192,-,-,-,-,8478967.0,https://assets.nhle.com/mugs/nhl/20222023/CBJ/8478967.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2022-2023,Lane Pederson,VAN,F,396.0,431.0,,,266.0,431.0,408.0,431.0,137.0,393.0,420.0,39.0,76.0,442.0,Fourth Line,27,322.01666666667,3,3,25,1997-08-04,CAN,CAN,72,192,-,-,-,-,8478967.0,https://assets.nhle.com/mugs/nhl/20222023/VAN/8478967.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2022-2023,Lars Eller,COL,F,231.0,116.0,285.0,23.0,213.0,93.0,276.0,353.0,367.0,268.0,352.0,198.0,47.0,268.0,Third Line,84,1242.5166666667,10,8,33,1989-05-08,DNK,DNK,74,205,2007,1,13,13,8474189.0,https://assets.nhle.com/mugs/nhl/20222023/COL/8474189.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2022-2023,Lars Eller,WSH,F,231.0,116.0,285.0,23.0,213.0,93.0,276.0,353.0,367.0,268.0,352.0,198.0,47.0,268.0,Third Line,84,1242.5166666667,10,8,33,1989-05-08,DNK,DNK,74,205,2007,1,13,13,8474189.0,https://assets.nhle.com/mugs/nhl/20222023/WSH/8474189.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
2022-2023,Laurent Dauphin,ARI,F,397.0,372.0,,,386.0,425.0,299.0,402.0,288.0,428.0,439.0,215.0,136.0,401.0,Fourth Line,21,219.65,1,0,27,1995-03-27,CAN,CAN,72,186,2013,2,9,39,8477460.0,https://assets.nhle.com/mugs/nhl/20222023/ARI/8477460.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg
2022-2023,Lawson Crouse,ARI,F,234.0,290.0,230.0,90.0,341.0,344.0,252.0,170.0,375.0,261.0,354.0,71.0,,161.0,Second Line,77,1367.25,24,13,25,1997-06-23,CAN,CAN,76,215,2015,1,11,11,8478474.0,https://assets.nhle.com/mugs/nhl/20222023/ARI/8478474.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg
2022-2023,Leon Draisaitl,EDM,F,68.0,384.0,3.0,201.0,61.0,329.0,94.0,10.0,116.0,4.0,108.0,373.0,20.0,4.0,First Line,80,1738.7166666667,52,60,26,1995-10-27,DEU,DEU,74,208,2014,1,3,3,8477934.0,https://assets.nhle.com/mugs/nhl/20222023/EDM/8477934.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2022-2023,Liam Foudy,CBJ,F,331.0,358.0,,181.0,403.0,369.0,274.0,434.0,336.0,317.0,87.0,250.0,,415.0,Fourth Line,62,752.35,7,6,22,2000-02-04,CAN,CAN,74,188,2018,1,18,18,8480853.0,https://assets.nhle.com/mugs/nhl/20222023/CBJ/8480853.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2022-2023,Liam O'Brien,ARI,F,453.0,336.0,,,455.0,341.0,426.0,450.0,355.0,408.0,454.0,2.0,,450.0,Fourth Line,56,639.9,3,5,28,1994-07-29,CAN,CAN,73,213,-,-,-,-,8477070.0,https://assets.nhle.com/mugs/nhl/20222023/ARI/8477070.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg
2022-2023,Logan Brown,STL,F,423.0,296.0,,,384.0,286.0,444.0,417.0,270.0,381.0,396.0,243.0,151.0,437.0,Fourth Line,30,312.1,2,2,24,1998-03-05,USA,USA,78,218,2016,1,11,11,8479366.0,https://assets.nhle.com/mugs/nhl/20222023/STL/8479366.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2022-2023,Logan Couture,SJS,F,146.0,401.0,44.0,79.0,81.0,399.0,168.0,126.0,361.0,104.0,226.0,214.0,96.0,97.0,First Line,82,1568.7833333333,27,23,33,1989-03-28,CAN,CAN,73,206,2007,1,9,9,8474053.0,https://assets.nhle.com/mugs/nhl/20222023/SJS/8474053.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2022-2023,Logan O'Connor,COL,F,249.0,9.0,,111.0,343.0,15.0,273.0,360.0,396.0,239.0,135.0,144.0,,313.0,Third Line,82,1164.7666666667,9,11,26,1996-08-14,USA,USA,72,175,-,-,-,-,8481186.0,https://assets.nhle.com/mugs/nhl/20222023/COL/8481186.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2022-2023,Lucas Raymond,DET,F,339.0,423.0,184.0,,291.0,409.0,264.0,213.0,281.0,255.0,53.0,363.0,,145.0,Second Line,74,1285.8166666667,17,12,20,2002-03-28,SWE,SWE,71,176,2020,1,4,4,8482078.0,https://assets.nhle.com/mugs/nhl/20222023/DET/8482078.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2022-2023,Lukas Reichel,CHI,F,363.0,354.0,,,420.0,403.0,292.0,181.0,200.0,127.0,391.0,431.0,,144.0,Second Line,23,376.43333333333,7,6,20,2002-05-17,DEU,DEU,72,170,2020,1,17,17,8482117.0,https://assets.nhle.com/mugs/nhl/20222023/CHI/8482117.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2022-2023,Lukas Sedlak,COL,F,271.0,22.0,,,348.0,108.0,251.0,347.0,385.0,350.0,174.0,82.0,163.0,300.0,Fourth Line,30,366.13333333333,3,3,29,1993-02-25,CZE,CZE,72,205,2011,6,7,158,8476310.0,https://assets.nhle.com/mugs/nhl/20222023/COL/8476310.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2022-2023,Lukas Sedlak,PHI,F,271.0,22.0,,,348.0,108.0,251.0,347.0,385.0,350.0,174.0,82.0,163.0,300.0,Fourth Line,30,366.13333333333,3,3,29,1993-02-25,CZE,CZE,72,205,2011,6,7,158,8476310.0,https://assets.nhle.com/mugs/nhl/20222023/PHI/8476310.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2022-2023,Luke Evangelista,NSH,F,117.0,454.0,207.0,,190.0,455.0,185.0,165.0,15.0,148.0,56.0,424.0,,152.0,Second Line,24,397.75,7,5,20,2002-02-21,CAN,CAN,72,183,2020,2,11,42,8482146.0,https://assets.nhle.com/mugs/nhl/20222023/NSH/8482146.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2022-2023,Luke Glendening,DAL,F,445.0,37.0,,20.0,438.0,96.0,387.0,427.0,432.0,449.0,102.0,94.0,6.0,385.0,Fourth Line,70,844.36666666667,3,0,33,1989-04-28,USA,USA,71,190,-,-,-,-,8476822.0,https://assets.nhle.com/mugs/nhl/20222023/DAL/8476822.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2022-2023,Luke Kunin,SJS,F,272.0,316.0,284.0,,379.0,347.0,207.0,230.0,294.0,272.0,437.0,68.0,,240.0,Third Line,31,478.38333333333,5,5,24,1997-12-04,USA,USA,72,197,2016,1,15,15,8479316.0,https://assets.nhle.com/mugs/nhl/20222023/SJS/8479316.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2022-2023,MacKenzie Entwistle,CHI,F,455.0,241.0,267.0,,454.0,272.0,454.0,442.0,425.0,431.0,50.0,52.0,184.0,446.0,Fourth Line,66,786.51666666667,4,2,23,1999-07-14,CAN,CAN,75,184,2017,3,7,69,8480025.0,https://assets.nhle.com/mugs/nhl/20222023/CHI/8480025.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2022-2023,Marcus Foligno,MIN,F,309.0,34.0,231.0,14.0,275.0,26.0,412.0,288.0,391.0,275.0,356.0,26.0,,247.0,Third Line,65,974.4,7,7,31,1991-08-10,USA,CAN,75,226,2009,4,13,104,8475220.0,https://assets.nhle.com/mugs/nhl/20222023/MIN/8475220.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2022-2023,Marcus Johansson,MIN,F,302.0,211.0,113.0,211.0,186.0,157.0,340.0,305.0,202.0,173.0,46.0,422.0,,218.0,Second Line,80,1319.2,19,17,31,1990-10-06,SWE,SWE,73,203,2009,1,24,24,8475149.0,https://assets.nhle.com/mugs/nhl/20222023/MIN/8475149.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2022-2023,Marcus Johansson,WSH,F,302.0,211.0,113.0,211.0,186.0,157.0,340.0,305.0,202.0,173.0,46.0,422.0,,218.0,Second Line,80,1319.2,19,17,31,1990-10-06,SWE,SWE,73,203,2009,1,24,24,8475149.0,https://assets.nhle.com/mugs/nhl/20222023/WSH/8475149.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
